month,year,avg_debit
2,1921,1.1273464285714286E-5
3,1921,1.563870161290322E-5
4,1921,8.657358333333333E-6
5,1921,1.6748290322580642E-5
6,1921,7.4837583333333335E-6
7,1921,2.520016129032258E-6
8,1921,4.083467741935484E-6
9,1921,4.120083333333334E-6
10,1921,1.9882096774193547E-6
11,1921,3.002408333333333E-6
12,1921,4.268290322580645E-6
1,1922,2.0460556451612904E-5
2,1922,2.6716625E-5
3,1922,1.762332258064516E-5
4,1922,7.124805833333333E-5
5,1922,2.4153741935483866E-5
6,1922,9.736041666666668E-6
7,1922,4.731266129032258E-6
8,1922,3.4705322580645168E-6
9,1922,1.3607041666666667E-5
10,1922,1.5442193548387097E-5
11,1922,2.848825E-5
12,1922,2.0997419354838705E-5
1,1923,2.9779258064516134E-5
2,1923,3.381758928571428E-5
3,1923,5.010714516129032E-5
4,1923,2.927928333333333E-5
5,1923,1.962802419354839E-5
6,1923,7.45285E-6
7,1923,3.986129032258065E-6
8,1923,1.923870967741936E-6
9,1923,2.9728500000000003E-6
10,1923,9.834282258064517E-6
11,1923,2.6823366666666668E-5
12,1923,4.991694354838709E-5
1,1924,3.7845338709677426E-5
2,1924,1.2561793103448276E-5
3,1924,1.830108064516129E-5
4,1924,1.7225316666666663E-5
5,1924,8.044733870967743E-6
6,1924,5.836425E-6
7,1924,5.016008064516129E-6
8,1924,8.11699193548387E-6
9,1924,5.497933333333333E-6
10,1924,8.527766129032258E-6
11,1924,1.0930400000000001E-5
12,1924,1.0400338709677419E-5
1,1925,5.964967741935485E-6
2,1925,1.7182910714285715E-5
3,1925,1.3624072580645162E-5
4,1925,2.6571324999999996E-5
5,1925,2.0726379032258062E-5
6,1925,8.758025000000002E-6
7,1925,6.88399193548387E-6
8,1925,6.3248225806451614E-6
9,1925,7.5064416666666674E-6
10,1925,9.615104838709678E-6
11,1925,1.9408833333333333E-5
12,1925,3.3424185483870956E-5
1,1926,3.547209677419353E-5
2,1926,4.099002678571429E-5
3,1926,1.9152725806451615E-5
4,1926,4.0481150000000005E-5
