"annee","departement","region","filiere","agriculture","industrie","tertiaire","residentiel","inconnu","totale","habitant_region","habitant_departement"
2015,"Vaucluse","Provence-Alpes-Cote d'Azur","Electricite",28841.98,672233.55,992866.55,2136202.07,475.75,3830619.9,5007977,557548
2015,"Vendee","Pays de la Loire","Electricite",107168.93,1136655.45,855021.18,2535153.91,293.97,4634293.44,3718512,666714
2015,"Vendee","Pays de la Loire","Gaz",18666,1076628.95,492957,923751.21,65431.03,2577434.19,3718512,666714
2015,"Vienne","Nouvelle-Aquitaine","Gaz",999,286329.66,344995,838356.79,90228.82,1560909.27,5911482,434887
2015,"Vienne","Nouvelle-Aquitaine","Electricite",3773.59,366118.45,463528.86,1391548.23,421206.04,2646175.17,5911482,434887
2015,"Vosges","Grand Est","Electricite",4988.26,1906374.44,409070.83,1196997.15,25149.88,3542580.56,5559051,372016
2015,"Vosges","Grand Est","Gaz",3108,1879404.92,300294,1114577,82123,3379506.92,5559051,372016
2015,"Yonne","Bourgogne-Franche-Comte","Gaz",3251,457885.31,276580,1019484,6561,1763761.31,2820940,340903
2015,"Yonne","Bourgogne-Franche-Comte","Electricite",18995.4,535500.23,787236.7,1207134.65,651.69,2549518.67,2820940,340903
2015,"Yvelines","Ile-de-France","Gaz",9499,1891535.4,1651109,5486053,219404,9257600.4,12082144,1427291
2015,"Yvelines","Ile-de-France","Electricite",10951.8,1902571.67,2789432.4,3826080.03,22193.73,8551229.63,12082144,1427291
2016,"Ain","Auvergne-Rhone-Alpes","Electricite",35497.01,2048660.55,2172198.08,2174342.57,917.77,6431615.98,7916889,638425
2016,"Ain","Auvergne-Rhone-Alpes","Gaz",8353,1305509.86,544753,1611199,20353,3490167.86,7916889,638425
2016,"Aisne","Hauts-de-France","Gaz",1062,3192040.07,613822,1720115,72948,5599987.07,6006870,536136
2016,"Aisne","Hauts-de-France","Electricite",30269.62,1073883.25,655976.85,1649743.45,11090.95,3420964.12,6006870,536136
2016,"Allier","Auvergne-Rhone-Alpes","Electricite",30879.41,542269.76,487537.2,1182037,126.93,2242850.3,7916889,339384
2016,"Allier","Auvergne-Rhone-Alpes","Gaz",7296,3728067.59,320820,1316970,9647,5382800.59,7916889,339384
2016,"Alpes-de-Haute-Provence","Provence-Alpes-Cote d'Azur","Gaz",129,205265.71,76299,137162,1481,420336.71,5021928,162565
2016,"Alpes-de-Haute-Provence","Provence-Alpes-Cote d'Azur","Electricite",14008.53,165776.76,272636.85,718268.2,53314.98,1224005.32,5021928,162565
2016,"Alpes-Maritimes","Provence-Alpes-Cote d'Azur","Gaz",9819,287408.43,894577,2401143,127485,3720432.43,5021928,1083704
2016,"Alpes-Maritimes","Provence-Alpes-Cote d'Azur","Electricite",3718.89,473910.26,2247386.38,4204647.22,4171.21,6933833.96,5021928,1083704
2016,"Ardeche","Auvergne-Rhone-Alpes","Electricite",5637.03,547781.08,342914.65,1162802.77,236.83,2059372.36,7916889,325157
2016,"Ardeche","Auvergne-Rhone-Alpes","Gaz",6036,588973.67,129151,422080,10482,1156722.67,7916889,325157
2016,"Ardennes","Grand Est","Electricite",8100.48,1009367.06,254821.07,794433.24,384.77,2067106.62,5555186,275371
2016,"Ardennes","Grand Est","Gaz",613,1012634.09,197936,1146912,27137,2385232.09,5555186,275371
2016,"Ariege","Occitanie","Gaz",4010.72,244115.04,88955,343631,1259,681970.76,5808435,153067
2016,"Ariege","Occitanie","Electricite",4434.78,246433.94,161211.81,533839.21,4103.04,950022.78,5808435,153067
2016,"Aube","Grand Est","Electricite",51876.99,640842.84,417805.82,1050494.78,466.55,2161486.98,5555186,308910
2016,"Aube","Grand Est","Gaz",259,1798320.17,286475,1042200,83871,3211125.17,5555186,308910
2016,"Aude","Occitanie","Electricite",17424.26,272670.7,493710.68,1418017.37,271.71,2202094.72,5808435,368025
2016,"Aude","Occitanie","Gaz",12567.87,486525.27,172136,507776,7421,1186426.14,5808435,368025
2016,"Aveyron","Occitanie","Gaz",463,269511,171054.36,551245,5236,997509.36,5808435,278697
2016,"Aveyron","Occitanie","Electricite",19087.46,360416.08,307559.18,1037879.33,142.89,1725084.94,5808435,278697
2016,"Bas-Rhin","Grand Est","Electricite",6281.54,4049894.85,983991.28,3351444.97,5527.2,8397139.84,5555186,1121407
2016,"Bas-Rhin","Grand Est","Gaz",18783,3802007.85,2325959,3108362,21388,9276499.85,5555186,1121407
2016,"Bouches-du-Rhone","Provence-Alpes-Cote d'Azur","Electricite",64900.24,7255682.13,3481536.97,6329746.65,1476.34,17133342.33,5021928,2019717
2016,"Bouches-du-Rhone","Provence-Alpes-Cote d'Azur","Gaz",223606,29332816.17,1672077,3323604,203144,34755247.17,5021928,2019717
2016,"Calvados","Normandie","Electricite",22090.08,877790.85,1055420.53,2473253.73,2412.62,4430967.81,3335929,693679
2016,"Calvados","Normandie","Gaz",6076,1031451.9,784158,1947381,17751,3786817.9,3335929,693679
2016,"Cantal","Auvergne-Rhone-Alpes","Electricite",2225.99,134851.22,155840.85,553216.71,139.46,846274.23,7916889,145969
2016,"Cantal","Auvergne-Rhone-Alpes","Gaz",792,22918,54912,212789,4338,295749,7916889,145969
2016,"Charente","Nouvelle-Aquitaine","Gaz",12767,1597699.39,256435,970497,4137,2841535.39,5935603,353288
2016,"Charente","Nouvelle-Aquitaine","Electricite",46527.01,781574.34,499350.59,1206644.27,99.27,2534195.48,5935603,353288
2016,"Charente-Maritime","Nouvelle-Aquitaine","Gaz",24521,414121.27,266135,1105488,28061,1838326.27,5935603,642191
2016,"Charente-Maritime","Nouvelle-Aquitaine","Electricite",73317.04,412270.21,845542.49,2703615.64,755.9,4035501.28,5935603,642191
2016,"Cher","Centre-Val de Loire","Electricite",37377.86,371310.93,405236.6,1139580.35,430.08,1953935.82,2577866,307110
2016,"Cher","Centre-Val de Loire","Gaz",7343,258001.03,269554,973021,9669,1517588.03,2577866,307110
2016,"Correze","Nouvelle-Aquitaine","Gaz",1454,180644.39,175084,558487,984,916653.39,5935603,241535
2016,"Correze","Nouvelle-Aquitaine","Electricite",2393.25,313793.27,348435.1,876629.18,175.17,1541425.97,5935603,241535
2016,"Corse-du-Sud","Corse","Electricite",0,0,0,0,936596,936596,330455,154303
2016,"Cote-d'Or","Bourgogne-Franche-Comte","Gaz",4217,653142.12,686712,2108535,64992,3517598.12,2818338,533213
2016,"Cote-d'Or","Bourgogne-Franche-Comte","Electricite",11050.14,702928.6,1014774.06,1627002.96,559.91,3356315.67,2818338,533213
2016,"Cotes-d'Armor","Bretagne","Gaz",254695.99,933764.66,483062.44,966497,14632,2652652.09,3306529,598953
2016,"Cotes-d'Armor","Bretagne","Electricite",226266.09,861811.71,736364.93,2318325.88,104.21,4142872.82,3306529,598953
2016,"Creuse","Nouvelle-Aquitaine","Electricite",1950.86,105135.17,106895.22,431722.57,320.67,646024.49,5935603,119502
2016,"Creuse","Nouvelle-Aquitaine","Gaz",0,70299.32,78824,206288,3743,359154.32,5935603,119502
2016,"Deux-Sevres","Nouvelle-Aquitaine","Gaz",1428,311985.27,216476,638681,1190,1169760.27,5935603,374743
2016,"Deux-Sevres","Nouvelle-Aquitaine","Electricite",63313.23,777967.68,420852.52,1113809.37,80549.71,2456492.51,5935603,374743
2016,"Dordogne","Nouvelle-Aquitaine","Electricite",33734.41,503241.38,451516.7,1612365.09,1139.8,2601997.38,5935603,414789
2016,"Dordogne","Nouvelle-Aquitaine","Gaz",21090,1913631.36,213176,833425,4323,2985645.36,5935603,414789
2016,"Doubs","Bourgogne-Franche-Comte","Gaz",1641,1184373.64,574712,1550227,46078,3357031.64,2818338,538549
2016,"Doubs","Bourgogne-Franche-Comte","Electricite",9840.39,965938.87,744777.92,1629339.68,3012.58,3352909.44,2818338,538549
2016,"Drome","Auvergne-Rhone-Alpes","Gaz",18537,1490321.62,436245,1107463,47828,3100394.62,7916889,508006
2016,"Drome","Auvergne-Rhone-Alpes","Electricite",56877.16,1311654.89,906999.02,1733598.71,1225.96,4010355.74,7916889,508006
2016,"Essonne","Ile-de-France","Gaz",18668,1279855.94,1709706,4891743,152706,8052678.94,12117132,1287330
2016,"Essonne","Ile-de-France","Electricite",10523.19,950202.48,2838202.9,3402664.09,23095.49,7224688.15,12117132,1287330
2016,"Eure","Normandie","Gaz",5182,1397296.38,510784,1405382,17326,3335970.38,3335929,602825
2016,"Eure","Normandie","Electricite",18621.68,1344561.86,802438.45,2097879.66,1054.43,4264556.08,3335929,602825
2016,"Eure-et-Loir","Centre-Val de Loire","Electricite",84424.85,672269.07,624512.32,1501446.47,85197.75,2967850.46,2577866,433929
2016,"Eure-et-Loir","Centre-Val de Loire","Gaz",2712,893575.8,390339,1288252.1,23935.98,2598814.88,2577866,433929
2016,"Finistere","Bretagne","Electricite",277158.5,1166148.62,1222419.21,3051821.02,1060.66,5718608.01,3306529,908249
2016,"Finistere","Bretagne","Gaz",429899,2140306.03,640022,1650136,19700,4880063.03,3306529,908249
2016,"Gard","Occitanie","Gaz",14119,1031658.72,380734,1278397,13071,2717979.72,5808435,742006
2016,"Gard","Occitanie","Electricite",29513.16,1542628.39,883969.16,2659091.9,2228.26,5117430.87,5808435,742006
2016,"Gers","Occitanie","Gaz",23087.79,45691,97437,239635,250,406100.79,5808435,190664
2016,"Gers","Occitanie","Electricite",55292.97,146392.72,219720.58,752683.24,347.03,1174436.54,5808435,190664
2016,"Gironde","Nouvelle-Aquitaine","Gaz",45494.63,2196294.06,1427443.82,3849050.98,30741.69,7549025.18,5935603,1566679
2016,"Gironde","Nouvelle-Aquitaine","Electricite",154425.16,1461394.26,2460247.18,5167634.86,3680.01,9247381.47,5935603,1566679
2016,"Haut-Rhin","Grand Est","Gaz",17056.5,10444994.76,906188.81,2810430.67,58208.58,14236879.32,5555186,762743
2016,"Haut-Rhin","Grand Est","Electricite",31990.51,2497725.71,1083364.47,2058055.19,62756.62,5733892.5,5555186,762743
2016,"Haute-Corse","Corse","Electricite",0,0,0,0,959633,959633,330455,176152
2016,"Haute-Garonne","Occitanie","Gaz",9531.97,1134007.24,1005405.16,3404772,38829,5592545.37,5808435,1348183
2016,"Haute-Garonne","Occitanie","Electricite",19085.81,1131516.57,2249389.76,4101490.54,15117.01,7516599.69,5808435,1348183
2016,"Haute-Loire","Auvergne-Rhone-Alpes","Electricite",8792.3,653044.96,195124.97,760130.12,108.47,1617200.82,7916889,227339
2016,"Haute-Loire","Auvergne-Rhone-Alpes","Gaz",390,421023.53,132387,504037,1956,1059793.53,7916889,227339
2016,"Haute-Marne","Grand Est","Electricite",5902,559382.55,264492.8,583674.94,10326.62,1423778.91,5555186,178084
2016,"Haute-Marne","Grand Est","Gaz",12236,355397.78,175354,520950,1055,1064992.78,5555186,178084
2016,"Haute-Saone","Bourgogne-Franche-Comte","Gaz",3061,330395.74,139376,470674,4507,948013.74,2818338,237242
2016,"Haute-Saone","Bourgogne-Franche-Comte","Electricite",5236.12,432713.57,276021.63,748941.37,33189.04,1496101.73,2818338,237242
2016,"Haute-Savoie","Auvergne-Rhone-Alpes","Gaz",15222,682230.73,774741,2010603,36852,3519648.73,7916889,801416
2016,"Haute-Savoie","Auvergne-Rhone-Alpes","Electricite",15261.05,1370168.58,1414546.4,3048572.58,39933.73,5888482.34,7916889,801416
2016,"Haute-Vienne","Nouvelle-Aquitaine","Electricite",3903.86,425568.25,505498.77,1171080.38,385.75,2106437.01,5935603,374978
2016,"Haute-Vienne","Nouvelle-Aquitaine","Gaz",2337,1209528.03,274026,1155660,3643,2645194.03,5935603,374978
2016,"Hautes-Alpes","Provence-Alpes-Cote d'Azur","Gaz",0,4504,63115,150740,2314,220673,5021928,141107
2016,"Hautes-Alpes","Provence-Alpes-Cote d'Azur","Electricite",6184.17,45162.02,354617.63,632690.3,42700.63,1081354.75,5021928,141107
2016,"Hautes-Pyrenees","Occitanie","Gaz",15967.94,576418.14,205008.66,717220,5724,1520338.74,5808435,227829
2016,"Hautes-Pyrenees","Occitanie","Electricite",9859.23,381411.58,357209.11,813763.64,1292.53,1563536.09,5808435,227829
2016,"Hauts-de-Seine","Ile-de-France","Electricite",1427.27,895747.32,4295959.15,3743805.16,67838.43,9004777.33,12117132,1603268
2016,"Hauts-de-Seine","Ile-de-France","Gaz",7008,1612613.1,2119483,6126105,218756,10083965.1,12117132,1603268
2016,"Herault","Occitanie","Gaz",6613,504012.65,561496,1899004,39736,3010861.65,5808435,1132481
2016,"Herault","Occitanie","Electricite",29870.22,414016.95,1781351.31,3935910.59,6209.3,6167358.37,5808435,1132481
2016,"Ille-et-Vilaine","Bretagne","Gaz",232853,1485449.52,908295,2513437,31489,5171523.52,3306529,1051779
2016,"Ille-et-Vilaine","Bretagne","Electricite",74110.66,1490057.31,1545957.08,3292070.42,1402.84,6403598.31,3306529,1051779
2016,"Indre","Centre-Val de Loire","Gaz",0,585449.6,163501,618393.5,8408.17,1375752.27,2577866,223505
2016,"Indre","Centre-Val de Loire","Electricite",14442.18,413626.08,365969.85,841473.85,369.72,1635881.68,2577866,223505
2016,"Indre-et-Loire","Centre-Val de Loire","Gaz",44336,974853.1,626160,1770221.47,57408.2,3472978.77,2577866,606223
2016,"Indre-et-Loire","Centre-Val de Loire","Electricite",108338.73,653738.43,962634.94,2087647.14,7385.63,3819744.87,2577866,606223
2016,"Isere","Auvergne-Rhone-Alpes","Electricite",25221.72,4025010.28,2501258.84,3925845.08,22891.43,10500227.35,7916889,1252912
2016,"Isere","Auvergne-Rhone-Alpes","Gaz",1475,5183938.17,948660,2499710,38464,8672247.17,7916889,1252912
2016,"Jura","Bourgogne-Franche-Comte","Gaz",3514,2288249.14,170248,656304,9784,3128099.14,2818338,260517
2016,"Jura","Bourgogne-Franche-Comte","Electricite",4493.26,1421228.35,320233.63,868914.21,1661.21,2616530.66,2818338,260517
2016,"Landes","Nouvelle-Aquitaine","Gaz",59875.61,663943.52,272207.06,588521,10504,1595051.19,5935603,405010
2016,"Landes","Nouvelle-Aquitaine","Electricite",119351.09,1335326.65,694952.88,1632769.64,828.94,3783229.2,5935603,405010
2016,"Loir-et-Cher","Centre-Val de Loire","Gaz",6532,795666.29,282492,909001,10669,2004360.29,2577866,332769
2016,"Loir-et-Cher","Centre-Val de Loire","Electricite",57538.3,622691.03,454261.35,1242943.97,1228.36,2378663.01,2577866,332769
2016,"Loire","Auvergne-Rhone-Alpes","Gaz",4444,1817922.94,913684,2842829,53637,5632516.94,7916889,761997
2016,"Loire","Auvergne-Rhone-Alpes","Electricite",7736.53,1364059.92,910550.33,2081967.67,575.05,4364889.5,7916889,761997
2016,"Loire-Atlantique","Pays de la Loire","Electricite",67947.88,2084023.7,1963264.19,4324726.56,2580.94,8442543.27,3737632,1380852
2016,"Loire-Atlantique","Pays de la Loire","Gaz",152568,7278615.3,1033856,3903707,49275,12418021.3,3737632,1380852
2016,"Loiret","Centre-Val de Loire","Gaz",111391,3014472.96,698749,2099312,19067,5942991.96,2577866,674330
2016,"Loiret","Centre-Val de Loire","Electricite",78123.62,1306099.56,1121201.27,2313142.07,51525.05,4870091.57,2577866,674330
2016,"Lot","Occitanie","Gaz",0,20525,47628,173760,1013,242926,5808435,173347
2016,"Lot","Occitanie","Electricite",7927.04,206289.01,207138.86,705367.85,1506.65,1128229.41,5808435,173347
2016,"Lot-et-Garonne","Nouvelle-Aquitaine","Electricite",45459.47,356909.27,492574.26,1228044.77,2155.86,2125143.63,5935603,332833
2016,"Lot-et-Garonne","Nouvelle-Aquitaine","Gaz",121748.81,391989.57,301510,694373,5580,1515201.38,5935603,332833
2016,"Lozere","Occitanie","Electricite",2393.36,97627.49,95832.63,286596.81,0,482450.29,5808435,76422
2016,"Maine-et-Loire","Pays de la Loire","Electricite",146908.25,1150546.59,1083893.72,2585533.88,975.27,4967857.71,3737632,810934
2016,"Maine-et-Loire","Pays de la Loire","Gaz",99363,854435.8,451213,1819398.34,28488.98,3252899.12,3737632,810934
2016,"Manche","Normandie","Gaz",1653,846780.46,286607,894498,4499,2034037.46,3335929,498362
2016,"Manche","Normandie","Electricite",37139.84,1093782.83,584466.68,2000386.16,543.88,3716319.39,3335929,498362
2016,"Marne","Grand Est","Electricite",40259.95,1455119.09,1027506.55,1833381.71,829.46,4357096.76,5555186,570883
2016,"Marne","Grand Est","Gaz",24027,3692588.9,672429,2054750,28448,6472242.9,5555186,570883
2016,"Mayenne","Pays de la Loire","Electricite",31386.89,918960.66,362663.13,1140594.65,402.08,2454007.41,3737632,307688
2016,"Mayenne","Pays de la Loire","Gaz",5532,944334.27,166129,603630,4998,1724623.27,3737632,307688
2016,"Meurthe-et-Moselle","Grand Est","Electricite",11027.27,1961820.11,1099120.66,2139851.16,2130.25,5213949.45,5555186,733821
2016,"Meurthe-et-Moselle","Grand Est","Gaz",7647,9856302.61,929291,3462612,111709,14367561.61,5555186,733821
2016,"Meuse","Grand Est","Electricite",7658.68,526817.73,294449.41,633845.09,499.4,1463270.31,5555186,189055
2016,"Meuse","Grand Est","Gaz",55442,1074150.63,303955,537537,8837,1979921.63,5555186,189055
2016,"Morbihan","Bretagne","Electricite",121554.52,1226882.33,957554.26,2706524.9,32094.55,5044610.56,3306529,747548
2016,"Morbihan","Bretagne","Gaz",6884,1246002.84,381904,1467872,10914,3113576.84,3306529,747548
2016,"Moselle","Grand Est","Gaz",10397,11634448.99,990714,5220223,99464,17955246.99,5555186,1045271
2016,"Moselle","Grand Est","Electricite",8162.83,3384024.62,835725.19,2744770.96,710834.16,7683517.76,5555186,1045271
2016,"Nievre","Bourgogne-Franche-Comte","Gaz",2703,351385.35,216349,647823,1409,1219669.35,2818338,209161
2016,"Nievre","Bourgogne-Franche-Comte","Electricite",25400.82,316891.28,253260.51,807350.84,536.56,1403440.01,2818338,209161
2016,"Nord","Hauts-de-France","Electricite",106707.11,11367827.13,3752191.06,6594493.86,83666.42,21904885.58,6006870,2603723
2016,"Nord","Hauts-de-France","Gaz",30155,22416234.92,3264953,11912927,232611,37856880.92,6006870,2603723
2016,"Oise","Hauts-de-France","Electricite",19251.24,1535583.58,1084150.84,2538174.16,366287.18,5543447,6006870,823542
2016,"Oise","Hauts-de-France","Gaz",4978,3001223.55,736667,2467234,141398,6351500.55,6006870,823542
2016,"Orne","Normandie","Gaz",1443,817427.58,184797,531108,31447,1566222.58,3335929,285308
2016,"Orne","Normandie","Electricite",11811.23,668640.42,308828.55,1090274.02,457.15,2080011.37,3335929,285308
2016,"Paris","Ile-de-France","Gaz",1324,72170.34,1702095,8109521,640928,10526038.34,12117132,2190327
2016,"Paris","Ile-de-France","Electricite",4697.41,442625.29,7566431.43,6461126.46,9494.48,14484375.07,12117132,2190327
2016,"Pas-de-Calais","Hauts-de-France","Gaz",30664,6766069.44,1142496,5714455,18421,13672105.44,6006870,1470725
2016,"Pas-de-Calais","Hauts-de-France","Electricite",66419.9,3174331.05,2471581.67,4093650.53,10577.1,9816560.25,6006870,1470725
2016,"Puy-de-Dome","Auvergne-Rhone-Alpes","Gaz",8846,1930837.92,636971,2213847,7815,4798316.92,7916889,650700
2016,"Puy-de-Dome","Auvergne-Rhone-Alpes","Electricite",23203.47,1458513.47,931425.09,2025259.36,1977.08,4440378.47,7916889,650700
2016,"Pyrenees-Atlantiques","Nouvelle-Aquitaine","Gaz",40632.71,952241.97,384415,1936089,6109,3319487.68,5935603,673986
2016,"Pyrenees-Atlantiques","Nouvelle-Aquitaine","Electricite",19655.8,1154132.8,984556.02,2213673.54,1196.59,4373214.75,5935603,673986
2016,"Pyrenees-Orientales","Occitanie","Electricite",13995.14,210554.33,721621.5,1752843.28,591.49,2699605.74,5808435,474369
2016,"Pyrenees-Orientales","Occitanie","Gaz",22778,139059.74,168638,503895,3014,837384.74,5808435,474369
2016,"Rhone","Auvergne-Rhone-Alpes","Electricite",12081.37,2717471.06,3419235.82,5176435.16,1702.61,11326926.02,7916889,1835903
2016,"Rhone","Auvergne-Rhone-Alpes","Gaz",9084,4864050.99,2382770,6259087,151868,13666859.99,7916889,1835903
2016,"Saone-et-Loire","Bourgogne-Franche-Comte","Electricite",12265.21,1264433.74,1051307.99,1810942.89,7063.11,4146012.94,2818338,555023
2016,"Saone-et-Loire","Bourgogne-Franche-Comte","Gaz",7785,2252220.35,532202,2269833,63657,5125697.35,2818338,555023
2016,"Sarthe","Pays de la Loire","Gaz",59717,1191687.5,650586,1555964,21580,3479534.5,3737632,567561
2016,"Sarthe","Pays de la Loire","Electricite",61458.74,1213983.89,919649.32,1900883.26,920.79,4096896,3737632,567561
2016,"Savoie","Auvergne-Rhone-Alpes","Gaz",3482,1305931.92,298793,944861,13844,2566911.92,7916889,429681
2016,"Savoie","Auvergne-Rhone-Alpes","Electricite",6472.16,4707215.73,1308315.768,1767778.6,12912.89,7802695.148,7916889,429681
2016,"Seine-et-Marne","Ile-de-France","Gaz",23094,7319930.44,1558044,5093158,55661,14049887.44,12117132,1397665
2016,"Seine-et-Marne","Ile-de-France","Electricite",27675.25,1959288.34,3052159.59,4149039.81,2814.03,9190977.02,12117132,1397665
2016,"Seine-Maritime","Normandie","Electricite",29537.75,5091509.05,1892081.06,3792761.65,311334.91,11117224.42,3335929,1255755
2016,"Seine-Maritime","Normandie","Gaz",4472,28166341.15,1780663,3888470,64364,33904310.15,3335929,1255755
2016,"Seine-Saint-Denis","Ile-de-France","Gaz",7751,2784238.78,1936373,5542137,257276,10527775.78,12117132,1606660
2016,"Seine-Saint-Denis","Ile-de-France","Electricite",983.79,480181.55,3517846.06,3214730.93,13720.68,7227463.01,12117132,1606660
2016,"Somme","Hauts-de-France","Gaz",378,4273643.74,630525,1637312,16548,6558406.74,6006870,572744
2016,"Somme","Hauts-de-France","Electricite",90617.15,1547912.31,872934.55,1713258.92,1087.89,4225810.82,6006870,572744
2016,"Tarn","Occitanie","Electricite",20585.53,457737.96,395940.65,1313386.98,13354.33,2201005.45,5808435,386448
2016,"Tarn","Occitanie","Gaz",1547,712052.11,162333,800025,25282,1701239.11,5808435,386448
2016,"Tarn-et-Garonne","Occitanie","Gaz",3295.44,199270.72,103261,338395,3735,647957.16,5808435,256897
2016,"Tarn-et-Garonne","Occitanie","Electricite",27384.26,166897.06,386963.6,949937.35,600.55,1531782.82,5808435,256897
2016,"Territoire de Belfort","Bourgogne-Franche-Comte","Electricite",808.56,233703.73,156824.48,370275.25,161.44,761773.46,2818338,144089
2016,"Territoire de Belfort","Bourgogne-Franche-Comte","Gaz",680,266190.84,280362,607969,21355,1176556.84,2818338,144089
2016,"Val-d'Oise","Ile-de-France","Electricite",5036.07,559341.45,2243942.73,3054543.58,1948.26,5864812.09,12117132,1221923
2016,"Val-d'Oise","Ile-de-France","Gaz",49230,961064.08,1208816,4557401,191273,6967784.08,12117132,1221923
2016,"Val-de-Marne","Ile-de-France","Gaz",8933,2935105.77,1790878,4747455,391458,9873829.77,12117132,1378151
2016,"Val-de-Marne","Ile-de-France","Electricite",866.04,719225.45,2701387.54,3033138,13527.88,6468144.91,12117132,1378151
2016,"Var","Provence-Alpes-Cote d'Azur","Electricite",31439.8,366679.36,1537534.23,4383068.3,1701.35,6320423.04,5021928,1055821
2016,"Var","Provence-Alpes-Cote d'Azur","Gaz",28382,165603,356138,1148307,12881,1711311,5021928,1055821
2016,"Vaucluse","Provence-Alpes-Cote d'Azur","Electricite",31721.06,679906.38,994827.39,2169284.29,866.32,3876605.44,5021928,559014
2016,"Vaucluse","Provence-Alpes-Cote d'Azur","Gaz",74397,936055.87,357619,792532,25648,2186251.87,5021928,559014
2016,"Vendee","Pays de la Loire","Electricite",111755.16,1166929.15,867272.51,2641480.17,1006.34,4788443.33,3737632,670597
2016,"Vendee","Pays de la Loire","Gaz",22962,1062171.54,505327,1018897.12,97828.58,2707186.24,3737632,670597
2016,"Vienne","Nouvelle-Aquitaine","Gaz",1037,298321.6,344289,922627.13,111993.06,1678267.79,5935603,436069
2016,"Vienne","Nouvelle-Aquitaine","Electricite",3798.53,417390.77,476722.91,1422800.63,371455.55,2692168.39,5935603,436069
2016,"Vosges","Grand Est","Electricite",4946.15,2022931.41,406464.61,1232778.8,29895.09,3697016.06,5555186,369641
2016,"Vosges","Grand Est","Gaz",3616,1945348.37,308011,1237741,31690,3526406.37,5555186,369641
2016,"Yonne","Bourgogne-Franche-Comte","Electricite",18375.09,542750.96,785730.14,1259378.09,6840.64,2613074.92,2818338,340544
2016,"Yonne","Bourgogne-Franche-Comte","Gaz",4178,475077.77,306156,1135957,7701,1929069.77,2818338,340544
2016,"Yvelines","Ile-de-France","Electricite",9778.52,1895367.69,2781392.48,3951272.18,19272.5,8657083.37,12117132,1431808
2016,"Yvelines","Ile-de-France","Gaz",8667,1940559.97,1761754,5969917,233064,9913961.97,12117132,1431808
2017,"Ain","Auvergne-Rhone-Alpes","Electricite",60468.01,2032780.09,2150022.34,2212359.05,20976.67,6476606.16,7948287,643350
2017,"Ain","Auvergne-Rhone-Alpes","Gaz",7981,1175067.55,539500,1600237,24588,3347373.55,7948287,643350
2017,"Aisne","Hauts-de-France","Gaz",1430,3300555.34,623471,1619439,67971,5612866.34,6003815,534490
2017,"Aisne","Hauts-de-France","Electricite",35424.71,1021764.99,654405.79,1615905.73,11052,3338553.22,6003815,534490
2017,"Allier","Auvergne-Rhone-Alpes","Electricite",27131.78,572232.57,497537.3,1148431.46,107.76,2245440.87,7948287,337988
2017,"Allier","Auvergne-Rhone-Alpes","Gaz",5930,3717393.97,298972,1246005,17868,5286168.97,7948287,337988
2017,"Alpes-de-Haute-Provence","Provence-Alpes-Cote d'Azur","Gaz",134,219506.41,77393,142594,1433,441060.41,5030890,163915
2017,"Alpes-de-Haute-Provence","Provence-Alpes-Cote d'Azur","Electricite",14608.13,222611.75,270506.41,710969.95,0,1218696.24,5030890,163915
2017,"Alpes-Maritimes","Provence-Alpes-Cote d'Azur","Electricite",4154.18,474036.34,2256090.2,4169769.96,9918.72,6913969.4,5030890,1083310
2017,"Alpes-Maritimes","Provence-Alpes-Cote d'Azur","Gaz",9926,281880.42,906859,2413581,129948,3742194.42,5030890,1083310
2017,"Ardeche","Auvergne-Rhone-Alpes","Electricite",8741.36,568571.38,361790.97,1148319.87,125.57,2087549.15,7948287,325712
2017,"Ardeche","Auvergne-Rhone-Alpes","Gaz",3663,623527.39,130067,406111,11385,1174753.39,7948287,325712
2017,"Ardennes","Grand Est","Gaz",635,992150.25,179512,1106526,62000,2340823.25,5549586,273579
2017,"Ardennes","Grand Est","Electricite",8232.08,1034725.5,255755.76,780482.51,0,2079195.85,5549586,273579
2017,"Ariege","Occitanie","Gaz",4102.63,231916.29,92145,347062,1627,676852.92,5845102,153153
2017,"Ariege","Occitanie","Electricite",5926.43,238734.82,164791.37,535234.39,1308.74,945995.75,5845102,153153
2017,"Aube","Grand Est","Electricite",48777.03,578670.45,461963.15,1029052.83,23,2118486.46,5549586,310020
2017,"Aube","Grand Est","Gaz",137,1837699.63,278048,1002649,78142,3196675.63,5549586,310020
2017,"Aude","Occitanie","Gaz",12655.18,488995.74,179081,515852,8147,1204730.92,5845102,370260
2017,"Aude","Occitanie","Electricite",17845.6,268901.98,495277.2,1415245.6,0,2197270.38,5845102,370260
2017,"Aveyron","Occitanie","Electricite",22666.97,327851.75,349232.51,1029103.52,192.4,1729047.15,5845102,279206
2017,"Aveyron","Occitanie","Gaz",832,255501,181132.6,556350,5469,999284.6,5845102,279206
2017,"Bas-Rhin","Grand Est","Gaz",17201.86,3843185.62,2227919.61,3186999.08,20580.69,9295886.86,5549586,1125559
2017,"Bas-Rhin","Grand Est","Electricite",31149.1,2549502.94,1461100.69,3326426.68,716956.1,8085135.51,5549586,1125559
2017,"Bouches-du-Rhone","Provence-Alpes-Cote d'Azur","Electricite",71617.4,6635647.23,3582558.9,6365153.31,240.98,16655217.82,5030890,2024162
