"annee","departement","region","filiere","agriculture","industrie","tertiaire","residentiel","inconnu","totale","habitant_region","habitant_departement"
2013,"Haute-Vienne","Nouvelle-Aquitaine","Gaz",2595,1272630.68,332493,1264471,3240,2875429.68,5844177,375856
2013,"Haute-Vienne","Nouvelle-Aquitaine","Electricite",3716.24,437592.33,516811.16,1213124.18,1488.64,2172732.55,5844177,375856
2013,"Hautes-Alpes","Provence-Alpes-Cote d'Azur","Gaz",0,4641,66827,151360,1653,224481,4953675,139279
2013,"Hautes-Alpes","Provence-Alpes-Cote d'Azur","Electricite",6295.91,40102.34,356336.36,608966.47,1461.41,1013162.49,4953675,139279
2013,"Hautes-Pyrenees","Occitanie","Electricite",8191.41,308368.66,343508.92,839839.26,2203.46,1502111.71,5683878,228868
2013,"Hautes-Pyrenees","Occitanie","Gaz",29206.34,652605.73,216024,802463,3609,1703908.07,5683878,228868
2013,"Hauts-de-Seine","Ile-de-France","Gaz",8065,1428907.2,2442604,6542117,217748,10639441.2,11959807,1591403
2013,"Hauts-de-Seine","Ile-de-France","Electricite",1746.46,935938.73,4664203.55,3919956.2,86191.49,9608036.43,11959807,1591403
2013,"Herault","Occitanie","Gaz",6665,805441.4,620473,2213318,33277,3679174.4,5683878,1092331
2013,"Herault","Occitanie","Electricite",26850.64,439515.53,1781214.29,4069086.3,4030.46,6320697.22,5683878,1092331
2013,"Ille-et-Vilaine","Bretagne","Electricite",65158.33,1382667.52,1528627.52,3373884.65,2653.77,6352991.79,3258707,1019923
2013,"Ille-et-Vilaine","Bretagne","Gaz",153586,1529436,1071080,2522333,17640,5294075,3258707,1019923
2013,"Indre","Centre-Val de Loire","Electricite",13666.68,408451.79,378611.51,878527.06,1356.5,1680613.54,2570548,228091
2013,"Indre","Centre-Val de Loire","Gaz",173,645366.41,198474,654067,1315,1499395.41,2570548,228091
2013,"Indre-et-Loire","Centre-Val de Loire","Electricite",92179.03,693363.32,979380.37,2143211.8,2285.59,3910420.11,2570548,600252
2013,"Indre-et-Loire","Centre-Val de Loire","Gaz",54907,1102823.25,801886,1827027,84433,3871076.25,2570548,600252
2013,"Isere","Auvergne-Rhone-Alpes","Gaz",1503,6172920.34,757941,2451029,71379,9454772.34,7757595,1235387
2013,"Isere","Auvergne-Rhone-Alpes","Electricite",19780.12,3901569.41,2012671.43,3793404.24,10465.4,9737890.6,7757595,1235387
2013,"Jura","Bourgogne-Franche-Comte","Gaz",2296,1850719.95,188977,679265,10693,2731950.95,2819783,260502
2013,"Jura","Bourgogne-Franche-Comte","Electricite",3950.32,1375144.83,310082.86,873405.7,473.82,2563057.53,2819783,260502
2013,"Landes","Nouvelle-Aquitaine","Electricite",105356.84,1389768.22,680384.66,1659399.48,2566.15,3837475.35,5844177,397226
2013,"Landes","Nouvelle-Aquitaine","Gaz",100643.83,711826.38,321471,656185,1006,1791132.21,5844177,397226
2013,"Loir-et-Cher","Centre-Val de Loire","Electricite",52074.33,614162.66,467569.17,1273175.78,1420.4,2408402.34,2570548,332001
2013,"Loir-et-Cher","Centre-Val de Loire","Gaz",6696,867640.82,340791,944762,8489,2168378.82,2570548,332001
2013,"Loire","Auvergne-Rhone-Alpes","Gaz",5017,2154951.42,1078197,3083883,55469,6377517.42,7757595,756715
2013,"Loire","Auvergne-Rhone-Alpes","Electricite",6469.98,1360643.55,940135.26,2139733.8,1495.89,4448478.48,7757595,756715
2013,"Loire-Atlantique","Pays de la Loire","Electricite",66600.02,2006734.3,1946136.72,4407709.31,3834.34,8431014.69,3660852,1328620
2013,"Loire-Atlantique","Pays de la Loire","Gaz",169904,5511941.68,1102800,4146988,47394,10979027.68,3660852,1328620
2013,"Loiret","Centre-Val de Loire","Electricite",70882.45,1267080.98,1127586.56,2214463.17,48603.76,4728616.92,2570548,665587
2013,"Loiret","Centre-Val de Loire","Gaz",96356,3126869.28,851558,2211173,11412,6297368.28,2570548,665587
2013,"Lot","Occitanie","Electricite",7296.67,198335.1,207929.48,728988.5,575.47,1143125.22,5683878,173758
2013,"Lot","Occitanie","Gaz",0,26191,58540,190766,633,276130,5683878,173758
2013,"Lot-et-Garonne","Nouvelle-Aquitaine","Electricite",41805.96,367960.08,472107.8,1269992.23,2123.22,2153989.29,5844177,333180
2013,"Lot-et-Garonne","Nouvelle-Aquitaine","Gaz",126409.69,437222.24,311085,797814,3240,1675770.93,5844177,333180
2013,"Lozere","Occitanie","Electricite",3874.7,89496.53,89756.97,295201.23,50.09,478379.52,5683878,76607
2013,"Maine-et-Loire","Pays de la Loire","Gaz",111972,886477.5,546097,1955547,16856,3516949.5,3660852,800191
2013,"Maine-et-Loire","Pays de la Loire","Electricite",138177.47,1142715.99,1095718.3,2664251.65,1244.25,5042107.66,3660852,800191
2013,"Manche","Normandie","Gaz",1946,814172.27,318392,983019,11741,2129270.27,3328364,499919
2013,"Manche","Normandie","Electricite",33629.35,1111599.42,584101.65,2090228.06,607.1,3820165.58,3328364,499919
2013,"Marne","Grand Est","Gaz",18397,3399972.02,725438,2280573,27535,6451915.02,5552388,569999
2013,"Marne","Grand Est","Electricite",37675.59,1517479.61,1021953.72,1921393.18,4745.2,4503247.3,5552388,569999
2013,"Mayenne","Pays de la Loire","Electricite",27686.45,939844.97,360954.93,1181232.29,489.46,2510208.1,3660852,307500
2013,"Mayenne","Pays de la Loire","Gaz",5582,995190.25,191907,635729,4137,1832545.25,3660852,307500
2013,"Meurthe-et-Moselle","Grand Est","Gaz",14278,5463955.63,1074564,3727513,116092,10396402.63,5552388,731004
2013,"Meurthe-et-Moselle","Grand Est","Electricite",10617.8,2018251.59,1182633.38,2228338.24,2402.86,5442243.87,5552388,731004
2013,"Meuse","Grand Est","Electricite",7470.99,511163.42,303213.93,663587.35,265.08,1485700.77,5552388,192094
2013,"Meuse","Grand Est","Gaz",46563,1228325.41,280347,584630,774,2140639.41,5552388,192094
2013,"Morbihan","Bretagne","Electricite",114575.83,1214613.24,959020.15,2779461.43,652.64,5068323.29,3258707,737778
2013,"Morbihan","Bretagne","Gaz",9594,1277055.3,418129,1520395,8635,3233808.3,3258707,737778
2013,"Moselle","Grand Est","Gaz",10292,8923481.03,1100186,5468376,88930,15591265.03,5552388,1046873
2013,"Moselle","Grand Est","Electricite",6299.39,3164533.44,740450.72,2002097.59,113438.79,6026819.93,5552388,1046873
2013,"Nievre","Bourgogne-Franche-Comte","Gaz",2734,385500.5,302070,702469,1499,1394272.5,2819783,215221
2013,"Nievre","Bourgogne-Franche-Comte","Electricite",10811.02,336488.67,255079.58,851473,903.63,1454755.9,2819783,215221
2013,"Nord","Hauts-de-France","Gaz",41940,15723890.39,3682982,13398464,276827,33124103.39,5987883,2595536
2013,"Nord","Hauts-de-France","Electricite",102230.98,11413322.5,3774337.15,6887549.95,111302.18,22288742.76,5987883,2595536
2013,"Oise","Hauts-de-France","Electricite",10036.98,1487605.23,1103599.97,2118768.9,2953.96,4722965.04,5987883,815400
2013,"Oise","Hauts-de-France","Gaz",5322,3330325.99,939068,2605731,75733,6956179.99,5987883,815400
2013,"Orne","Normandie","Gaz",2123,819130.58,223876,574608,12542,1632279.58,3328364,288848
2013,"Orne","Normandie","Electricite",10244.26,665678.08,310406.67,1149077.52,463.22,2135869.75,3328364,288848
2013,"Paris","Ile-de-France","Electricite",6514.22,390429.1,7902689.6,6923962.04,66938.69,15290533.65,11959807,2229621
2013,"Paris","Ile-de-France","Gaz",1419,74230.82,1750355,8803392,242942,10872338.82,11959807,2229621
2013,"Pas-de-Calais","Hauts-de-France","Electricite",66180.35,3735085.87,2448896.44,4325954.25,2578.29,10578695.2,5987883,1465205
2013,"Pas-de-Calais","Hauts-de-France","Gaz",35299,7974850.37,1354308,6400423,26096,15790976.37,5987883,1465205
2013,"Puy-de-Dome","Auvergne-Rhone-Alpes","Electricite",20150.41,1418954.84,928420.78,2080561.36,1335.58,4449422.97,7757595,640999
2013,"Puy-de-Dome","Auvergne-Rhone-Alpes","Gaz",10391,1970294.93,742401,2380546,1562,5105194.93,7757595,640999
2013,"Pyrenees-Atlantiques","Nouvelle-Aquitaine","Electricite",19075.71,1253781.5,958030.36,2281183.18,7545.47,4519616.22,5844177,664057
2013,"Pyrenees-Atlantiques","Nouvelle-Aquitaine","Gaz",54622.43,845737.47,431481.1,2209531,5821,3547193,5844177,664057
2013,"Pyrenees-Orientales","Occitanie","Gaz",46915,198359.88,194106,602666,3408,1045454.88,5683878,462705
2013,"Pyrenees-Orientales","Occitanie","Electricite",105743.71,298327.01,720454.98,5423494.2,33239.2,6581259.1,5683878,462705
2013,"Rhone","Auvergne-Rhone-Alpes","Gaz",9618,4904750.92,2903868,6820072,112398,14750706.92,7757595,1779845
2013,"Rhone","Auvergne-Rhone-Alpes","Electricite",9643.13,2774239.79,3456306.71,5306237.15,5829.46,11552256.24,7757595,1779845
2013,"Saone-et-Loire","Bourgogne-Franche-Comte","Gaz",11617,2450824.45,696341,2467110,84344,5710236.45,2819783,556222
2013,"Saone-et-Loire","Bourgogne-Franche-Comte","Electricite",10631.7,1234865.42,1083545.4,1860528.94,15874.62,4205446.08,2819783,556222
2013,"Sarthe","Pays de la Loire","Gaz",57967,1513734.41,814497,1661518,11512,4059228.41,3660852,569035
2013,"Sarthe","Pays de la Loire","Electricite",58427.36,1214497.57,960455.41,1997913.2,888.39,4232181.93,3660852,569035
2013,"Savoie","Auvergne-Rhone-Alpes","Electricite",7958.02,3639820.814,1290068.181,1725629.082,25558.3,6689034.397,7757595,423715
2013,"Savoie","Auvergne-Rhone-Alpes","Gaz",4104,1312939.99,332318,1012260,20107,2681728.99,7757595,423715
2013,"Seine-et-Marne","Ile-de-France","Electricite",27151.63,2012360.51,3052529.05,4273579.44,4333.66,9369954.29,11959807,1365200
2013,"Seine-et-Marne","Ile-de-France","Gaz",31674,6469721.39,1728281,5349180,40142,13618998.39,11959807,1365200
2013,"Seine-Maritime","Normandie","Gaz",8849,28415295.48,2051912,4338511,82101,34896668.48,3328364,1254609
2013,"Seine-Maritime","Normandie","Electricite",26473.91,5210859.64,1904711.31,4018581.52,14404.75,11175031.13,3328364,1254609
2013,"Seine-Saint-Denis","Ile-de-France","Gaz",8361,3421821.78,2230597,5849223,216336,11726338.78,11959807,1552482
2013,"Seine-Saint-Denis","Ile-de-France","Electricite",1419.16,552609.83,3479185.58,3331073.83,15887.79,7380176.19,11959807,1552482
2013,"Somme","Hauts-de-France","Gaz",1409,5544524.1,670730,1775579,15217,8007459.1,5987883,571675
2013,"Somme","Hauts-de-France","Electricite",88200.8,1624141.8,825629.88,1808442.26,15184.62,4361599.36,5987883,571675
2013,"Tarn","Occitanie","Gaz",3801,739116.68,184426,826478,26779,1780600.68,5683878,381927
2013,"Tarn","Occitanie","Electricite",16077.7,452535.92,392767.95,1343964.5,10087.04,2215433.11,5683878,381927
2013,"Tarn-et-Garonne","Occitanie","Electricite",24565.86,157177.04,381021.24,979000.64,742.2,1542506.98,5683878,250342
2013,"Tarn-et-Garonne","Occitanie","Gaz",5755.66,198204.85,130791,382476,3001,720228.51,5683878,250342
2013,"Territoire de Belfort","Bourgogne-Franche-Comte","Gaz",980,285803.87,283042,644020,18061,1231906.87,2819783,144318
2013,"Territoire de Belfort","Bourgogne-Franche-Comte","Electricite",92.93,228189.59,152885.92,385074.89,537.07,766780.4,2819783,144318
2013,"Val-d'Oise","Ile-de-France","Electricite",4752.7,593023.91,2300242.08,3124852.13,10728.59,6033599.41,11959807,1194681
2013,"Val-d'Oise","Ile-de-France","Gaz",53518,1200703.28,1390357,4759817,209138,7613533.28,11959807,1194681
2013,"Val-de-Marne","Ile-de-France","Gaz",9960,3124488.7,2062624,5121498,263364,10581934.7,11959807,1354005
2013,"Val-de-Marne","Ile-de-France","Electricite",823.82,720975.17,2801607.28,3104488.75,8887.67,6636782.69,11959807,1354005
2013,"Var","Provence-Alpes-Cote d'Azur","Electricite",30813.95,358278.53,1539911.62,4532546.03,6332.15,6467882.28,4953675,1028583
2013,"Var","Provence-Alpes-Cote d'Azur","Gaz",42472,168801,413850,1351746,11395,1988264,4953675,1028583
2013,"Vaucluse","Provence-Alpes-Cote d'Azur","Gaz",55066,1009519.59,387790,916142,15342,2383859.59,4953675,549949
2013,"Vaucluse","Provence-Alpes-Cote d'Azur","Electricite",25541.64,719452.09,994445.31,2249083.89,710.07,3989233,4953675,549949
2013,"Vendee","Pays de la Loire","Electricite",103668.68,1118707.96,860506.85,2705734.72,481.76,4789099.97,3660852,655506
2013,"Vendee","Pays de la Loire","Gaz",39634,1065661.98,531229,1054331,39622,2730477.98,3660852,655506
2013,"Vienne","Nouvelle-Aquitaine","Electricite",3120.98,389507.72,458427.02,624772.99,17108.03,1492936.74,5844177,431248
2013,"Vienne","Nouvelle-Aquitaine","Gaz",1116,361307.03,439291,856212,3272,1661198.03,5844177,431248
2013,"Vosges","Grand Est","Electricite",4602.11,2110652.72,410457.96,1266389.42,23783.87,3815886.08,5552388,375226
2013,"Vosges","Grand Est","Gaz",3377,2181906.99,391974,1276844,103343,3957444.99,5552388,375226
2013,"Yonne","Bourgogne-Franche-Comte","Gaz",4453,475179.89,335559,1194648,4304,2014143.89,2819783,341483
2013,"Yonne","Bourgogne-Franche-Comte","Electricite",16716.88,543332.83,821763.37,1304037.1,960.67,2686810.85,2819783,341483
2013,"Yvelines","Ile-de-France","Gaz",13532,2391326.05,1948992,6358117,221408,10933375.05,11959807,1418484
2013,"Yvelines","Ile-de-France","Electricite",9672.44,1973981.03,2848012.33,4043617.36,13568.21,8888851.37,11959807,1418484
2014,"Ain","Auvergne-Rhone-Alpes","Gaz",7219,1373079.66,532983,1360937,15475,3289693.66,7820966,626127
2014,"Ain","Auvergne-Rhone-Alpes","Electricite",29371.36,1947632.54,1578582.3,2001718.57,15329.98,5572634.75,7820966,626127
2014,"Aisne","Hauts-de-France","Gaz",5217,3469772.88,599565,1516110,63470,5654134.88,6006156,539783
2014,"Aisne","Hauts-de-France","Electricite",24832.35,1085493.52,603099.13,1440924.17,3214.67,3157563.84,6006156,539783
2014,"Allier","Auvergne-Rhone-Alpes","Electricite",18473.07,548701.87,462961.5,1103514.32,4781.25,2138432.01,7820966,343062
2014,"Allier","Auvergne-Rhone-Alpes","Gaz",6648,1313956.9,308542,1114876,6942,2750964.9,7820966,343062
2014,"Alpes-de-Haute-Provence","Provence-Alpes-Cote d'Azur","Gaz",106,209619.1,68261,121747,556,400289.1,4983438,161588
2014,"Alpes-de-Haute-Provence","Provence-Alpes-Cote d'Azur","Electricite",13602.54,202418.34,279767.68,682752.91,482.69,1179024.16,4983438,161588
2014,"Alpes-Maritimes","Provence-Alpes-Cote d'Azur","Gaz",9771,293599.74,863964,2383400,123817,3674551.74,4983438,1083312
2014,"Alpes-Maritimes","Provence-Alpes-Cote d'Azur","Electricite",3798.63,454654.76,2188693.57,4047577.15,10915.24,6705639.35,4983438,1083312
2014,"Ardeche","Auvergne-Rhone-Alpes","Gaz",1281,552510.75,110803,372354,10106,1047054.75,7820966,322381
2014,"Ardeche","Auvergne-Rhone-Alpes","Electricite",5062.66,541924.35,319857.38,1087498.99,430.97,1954774.35,7820966,322381
2014,"Ardennes","Grand Est","Gaz",480,907169.22,182192,998468,6501,2094810.22,5554645,279715
2014,"Ardennes","Grand Est","Electricite",8477.95,979274.52,249089.73,760356.27,63.6,1997262.07,5554645,279715
2014,"Ariege","Occitanie","Electricite",3447.29,260671.52,156964.37,516167.59,3934.63,941185.4,5730753,152574
2014,"Ariege","Occitanie","Gaz",4955.36,267243.55,86299,326170,1076,685743.91,5730753,152574
2014,"Aube","Grand Est","Gaz",79,1786241.99,265043,899370,83834,3034567.99,5554645,308094
2014,"Aube","Grand Est","Electricite",35619.3,650228.86,386716.2,950920.12,1330.05,2024814.53,5554645,308094
2014,"Aude","Occitanie","Gaz",9953.89,496862.64,190116,491329,5156,1193417.53,5730753,365478
2014,"Aude","Occitanie","Electricite",15522.58,265952.51,484257.87,1364427.37,879.26,2131039.59,5730753,365478
2014,"Aveyron","Occitanie","Gaz",471,287593,164755.05,506177,3213,962209.05,5730753,278644
2014,"Aveyron","Occitanie","Electricite",20399.29,363080.14,292519.37,980412.74,449.34,1656860.88,5730753,278644
2014,"Bas-Rhin","Grand Est","Gaz",21061,3609328.22,2149335,2549892,16971,8346587.22,5554645,1112815
2014,"Bas-Rhin","Grand Est","Electricite",5761.19,3972194.88,916756.31,3033045.36,137.95,7927895.69,5554645,1112815
2014,"Bouches-du-Rhone","Provence-Alpes-Cote d'Azur","Gaz",228608,15752302.7,1579638,3074143,167129,20801820.7,4983438,2006069
2014,"Bouches-du-Rhone","Provence-Alpes-Cote d'Azur","Electricite",62462.59,7057578.34,3403306.64,6057618.88,10099.59,16591066.04,4983438,2006069
2014,"Calvados","Normandie","Electricite",19990.72,842784.11,1014833.07,2322325.64,1545.97,4201479.51,3335645,691670
2014,"Calvados","Normandie","Gaz",10264,1045168.56,732717,1697604,7093,3492846.56,3335645,691670
2014,"Cantal","Auvergne-Rhone-Alpes","Gaz",0,22081,51385,188447,672,262585,7820966,146618
2014,"Cantal","Auvergne-Rhone-Alpes","Electricite",1802.84,133954.82,150739.12,529456.47,294.28,816247.53,7820966,146618
2014,"Charente","Nouvelle-Aquitaine","Electricite",32582.92,790828.49,513453.39,1143006.92,725.76,2480597.48,5879144,353853
2014,"Charente","Nouvelle-Aquitaine","Gaz",11132,1631323.33,240438,887415,1857,2772165.33,5879144,353853
2014,"Charente-Maritime","Nouvelle-Aquitaine","Gaz",18603,402301.93,270292,1002129,27560,1720885.93,5879144,637089
2014,"Charente-Maritime","Nouvelle-Aquitaine","Electricite",58308.81,411079.5,822496.76,2525609.29,1729.33,3819223.69,5879144,637089
2014,"Cher","Centre-Val de Loire","Electricite",23871.04,364541.62,399619.28,1054612.15,173.96,1842818.05,2577435,310270
2014,"Cher","Centre-Val de Loire","Gaz",6691,217809.96,252977,827309,8773,1313559.96,2577435,310270
2014,"Correze","Nouvelle-Aquitaine","Gaz",1406,164660.23,161684,494381,949,823080.23,5879144,241340
2014,"Correze","Nouvelle-Aquitaine","Electricite",2293.07,291404.96,343725.53,831356.41,125.22,1468905.19,5879144,241340
2014,"Corse-du-Sud","Corse","Electricite",0,0,0,0,953490,953490,324212,151652
2014,"Cote-d'Or","Bourgogne-Franche-Comte","Electricite",10329.65,706579.34,997987.38,1519407.78,2613.98,3236918.13,2820623,531380
2014,"Cote-d'Or","Bourgogne-Franche-Comte","Gaz",6328,667975.23,694315,1821282,25623,3215523.23,2820623,531380
2014,"Cotes-d'Armor","Bretagne","Gaz",186953,943852.05,363819,813603,729,2308956.05,3276543,597397
2014,"Cotes-d'Armor","Bretagne","Electricite",219578.54,854283.15,710300.22,2169516.98,1213.75,3954892.64,3276543,597397
2014,"Creuse","Nouvelle-Aquitaine","Electricite",1910.74,103823.72,101933.02,407870.45,815.25,616353.18,5879144,120581
2014,"Creuse","Nouvelle-Aquitaine","Gaz",0,60139.42,75695,185801,0,321635.42,5879144,120581
2014,"Deux-Sevres","Nouvelle-Aquitaine","Electricite",2328.08,203870.95,189478.1,274413.54,317.02,670407.69,5879144,373553
2014,"Deux-Sevres","Nouvelle-Aquitaine","Gaz",1612,316630.92,217693,565423,966,1102324.92,5879144,373553
2014,"Dordogne","Nouvelle-Aquitaine","Gaz",20320,1722728.56,212423,751008,3992,2710471.56,5879144,416350
2014,"Dordogne","Nouvelle-Aquitaine","Electricite",28186.12,636154.27,437189.81,1518168.84,878.34,2620577.38,5879144,416350
2014,"Doubs","Bourgogne-Franche-Comte","Gaz",1713,1051081.79,497312,1303283,33813,2887202.79,2820623,534710
2014,"Doubs","Bourgogne-Franche-Comte","Electricite",8284.27,925802.2,711180.05,1501772.81,7807.64,3154846.97,2820623,534710
2014,"Drome","Auvergne-Rhone-Alpes","Electricite",51674.67,1446954.37,885264.59,1613693.21,1493.94,3999080.78,7820966,499159
2014,"Drome","Auvergne-Rhone-Alpes","Gaz",19436,1343150.2,426043,957133,31417,2777179.2,7820966,499159
2014,"Essonne","Ile-de-France","Gaz",17472,1128943.88,1521222,4190492,108911,6967040.88,12027565,1268228
2014,"Essonne","Ile-de-France","Electricite",8930.12,884551.51,2631748.82,3088299.76,4040.85,6617571.06,12027565,1268228
2014,"Eure","Normandie","Electricite",17084.54,1360841.19,756146.16,1968853.93,1393.03,4104318.85,3335645,598347
2014,"Eure","Normandie","Gaz",3901,1351065.66,477575,1225718,13358,3071617.66,3335645,598347
2014,"Eure-et-Loir","Centre-Val de Loire","Gaz",1465,753116.8,302462,901031,13617,1971691.8,2577435,433762
2014,"Eure-et-Loir","Centre-Val de Loire","Electricite",57191.89,460597.36,545850.08,969488.37,585.77,2033713.47,2577435,433762
2014,"Finistere","Bretagne","Gaz",381454,1812573.71,634207,1477372,6771,4312377.71,3276543,905855
2014,"Finistere","Bretagne","Electricite",261598.22,1156616.6,1193614.85,2893335.43,1697.44,5506862.54,3276543,905855
2014,"Gard","Occitanie","Gaz",10408,1053737.06,409792,1164585,11905,2650427.06,5730753,736029
2014,"Gard","Occitanie","Electricite",28351.85,1414085.71,852102.93,2491695.08,1523.04,4787758.61,5730753,736029
2014,"Gers","Occitanie","Gaz",25157.52,59106,102369,226354,326,413312.52,5730753,190625
2014,"Gers","Occitanie","Electricite",41858.06,134685.41,210831.6,717464.22,712.78,1105552.07,5730753,190625
2014,"Gironde","Nouvelle-Aquitaine","Electricite",140787.47,1451599.89,2369618.06,4806658.25,5104.89,8773768.56,5879144,1526016
2014,"Gironde","Nouvelle-Aquitaine","Gaz",48911.04,1763332.07,720821.33,2474715.07,5513.06,5013292.57,5879144,1526016
2014,"Haut-Rhin","Grand Est","Gaz",15336.78,10404185.02,710849.27,2092964.37,321848.72,13545184.16,5554645,760134
2014,"Haut-Rhin","Grand Est","Electricite",13459.18,2244411.82,1019180.79,1780389.61,178056.23,5235497.63,5554645,760134
2014,"Haute-Corse","Corse","Electricite",0,0,0,0,990436,990436,324212,172560
2014,"Haute-Garonne","Occitanie","Electricite",13711.55,1074649.92,2203174.08,3926182.06,15201.73,7232919.34,5730753,1317668
2014,"Haute-Garonne","Occitanie","Gaz",9058.06,1090108.11,959064,3218379,21477,5298086.17,5730753,1317668
2014,"Haute-Loire","Auvergne-Rhone-Alpes","Gaz",465,425238.13,124022,447021,1726,998472.13,7820966,226565
2014,"Haute-Loire","Auvergne-Rhone-Alpes","Electricite",10197.71,617892.83,194264.96,722236.94,723.85,1545316.29,7820966,226565
2014,"Haute-Marne","Grand Est","Electricite",6024.89,560068.02,254482.38,534098.03,580.63,1355253.95,5554645,180673
2014,"Haute-Marne","Grand Est","Gaz",9794,407460.34,226383,434273,877,1078787.34,5554645,180673
2014,"Haute-Saone","Bourgogne-Franche-Comte","Electricite",4342.1,426609.15,259792.34,629721.82,1037.59,1321503,2820623,238347
2014,"Haute-Saone","Bourgogne-Franche-Comte","Gaz",813,359847.46,127151,397757,2475,888043.46,2820623,238347
2014,"Haute-Savoie","Auvergne-Rhone-Alpes","Electricite",9254.16,1283506.33,1263597.08,2763974.8,4466.14,5324798.51,7820966,783127
2014,"Haute-Savoie","Auvergne-Rhone-Alpes","Gaz",9703,677113.77,700024.11,1673585.76,35542,3095968.64,7820966,783127
2014,"Haute-Vienne","Nouvelle-Aquitaine","Electricite",3510.1,422088.29,495533.58,1111450.93,2402.37,2034985.27,5879144,376199
2014,"Haute-Vienne","Nouvelle-Aquitaine","Gaz",1747,1074048.13,262192,1028391,2134,2368512.13,5879144,376199
2014,"Hautes-Alpes","Provence-Alpes-Cote d'Azur","Electricite",7264.66,42475.5,326865.58,565409.2,810.8,942825.74,4983438,139883
2014,"Hautes-Alpes","Provence-Alpes-Cote d'Azur","Gaz",0,4039,59152,127262,1943,192396,4983438,139883
2014,"Hautes-Pyrenees","Occitanie","Electricite",5852.36,313977.12,325759.79,771128.8,1760.04,1418478.11,5730753,228950
2014,"Hautes-Pyrenees","Occitanie","Gaz",21169.86,655238.58,181541,663892,6400,1528241.44,5730753,228950
2014,"Hauts-de-Seine","Ile-de-France","Electricite",1970.89,913878.86,4303657.98,3573687.74,20858.18,8814053.65,12027565,1597770
2014,"Hauts-de-Seine","Ile-de-France","Gaz",6377,1119251.5,1958502,5323410,178750,8586290.5,12027565,1597770
2014,"Herault","Occitanie","Gaz",4659,740682,555604,1761651,30037,3092633,5730753,1107398
2014,"Herault","Occitanie","Electricite",27844.81,434015.64,1756350.01,3709041.83,2895.91,5930148.2,5730753,1107398
2014,"Ille-et-Vilaine","Bretagne","Gaz",139753,1470513.89,847112,2137003,15192,4609573.89,3276543,1032240
2014,"Ille-et-Vilaine","Bretagne","Electricite",66578.04,1402627.23,1493542.55,3066535.89,3089.02,6032372.73,3276543,1032240
2014,"Indre","Centre-Val de Loire","Electricite",11686.44,409709.01,381908.01,786534.21,1054.57,1590892.24,2577435,226175
2014,"Indre","Centre-Val de Loire","Gaz",4,556683.71,159511,525183,1785,1243166.71,2577435,226175
2014,"Indre-et-Loire","Centre-Val de Loire","Gaz",47601,999699.65,594774,1488400,25298,3155772.65,2577435,603924
2014,"Indre-et-Loire","Centre-Val de Loire","Electricite",89540.86,668626.29,944324.5,1924364,1169.9,3628025.55,2577435,603924
2014,"Isere","Auvergne-Rhone-Alpes","Gaz",1241,5885472,614391,1966180,56377,8523661,7820966,1243597
2014,"Isere","Auvergne-Rhone-Alpes","Electricite",19519.08,3945158.02,1933323.29,3410826.45,47063.46,9355890.3,7820966,1243597
2014,"Jura","Bourgogne-Franche-Comte","Gaz",1804,1493989.19,155856,552613,8183,2212445.19,2820623,260681
2014,"Jura","Bourgogne-Franche-Comte","Electricite",4027.87,1479431.41,299601.95,800093.36,471.81,2583626.4,2820623,260681
2014,"Landes","Nouvelle-Aquitaine","Gaz",81040.35,707031.34,299456,563186,529,1651242.69,5879144,400477
2014,"Landes","Nouvelle-Aquitaine","Electricite",99645.55,1400126.88,674104.95,1543117.32,2098.19,3719092.89,5879144,400477
2014,"Loir-et-Cher","Centre-Val de Loire","Electricite",44819.52,599567.68,450734.31,1143430.87,1481.02,2240033.4,2577435,333567
2014,"Loir-et-Cher","Centre-Val de Loire","Gaz",5725,817546.74,276021,772308,8175,1879775.74,2577435,333567
2014,"Loire","Auvergne-Rhone-Alpes","Gaz",4102,2047889.73,862553,2473023,44761,5432328.73,7820966,757305
2014,"Loire","Auvergne-Rhone-Alpes","Electricite",6883.42,1339915.51,890602.84,1970257.54,1158.17,4208817.48,7820966,757305
2014,"Loire-Atlantique","Pays de la Loire","Electricite",63047.86,2071948.68,1905859.96,4015102.02,2673.03,8058631.55,3690833,1346592
2014,"Loire-Atlantique","Pays de la Loire","Gaz",139286,4305305.54,992978,3437115,35734,8910418.54,3690833,1346592
2014,"Loiret","Centre-Val de Loire","Electricite",58374.68,1265034.96,1084975.41,1988060.25,7896.53,4404341.83,2577435,669737
2014,"Loiret","Centre-Val de Loire","Gaz",69485,3090854.12,702685,1781069,13647,5657740.12,2577435,669737
2014,"Lot","Occitanie","Gaz",0,23097,48323,156899,334,228653,5730753,173648
2014,"Lot","Occitanie","Electricite",7251.53,196476.5,198813.68,666036.42,367.17,1068945.3,5730753,173648
2014,"Lot-et-Garonne","Nouvelle-Aquitaine","Electricite",39766.78,359833.46,471091.65,1162017.87,1654.4,2034364.16,5879144,333234
2014,"Lot-et-Garonne","Nouvelle-Aquitaine","Gaz",104016.4,410107.66,280821,654696,3185,1452826.06,5879144,333234
2014,"Lozere","Occitanie","Electricite",2291.43,99713.03,83756.73,271538.07,47.36,457346.62,5730753,76360
2014,"Maine-et-Loire","Pays de la Loire","Electricite",135877.69,1108831.13,1063125.32,2402470.1,1126.14,4711430.38,3690833,805888
