"";"annee";"departement";"region";"categorie";"consommation_MWh";"pdl";"centroid";"centroidLng";"centroidLat";"habitant_region";"habitant_departement"
"1";2011;"Aisne";"Hauts-de-France";"X";103320;7;"49.561175834,3.559348786";"3.559348786";"49.561175834";5960170;541302
"2";2011;"Aisne";"Hauts-de-France";"RES-PRO";1635323;92198;"49.561175834,3.559348786";"3.559348786";"49.561175834";5960170;541302
"3";2011;"Aisne";"Hauts-de-France";"ENT";4707;9;"49.561175834,3.559348786";"3.559348786";"49.561175834";5960170;541302
"4";2011;"Aisne";"Hauts-de-France";"ENT";684787;149;"49.561175834,3.559348786";"3.559348786";"49.561175834";5960170;541302
"5";2011;"Aisne";"Hauts-de-France";"ENT";738309;534;"49.561175834,3.559348786";"3.559348786";"49.561175834";5960170;541302
"6";2011;"Ardennes";"Grand Est";"X";6771;5;"49.616230186,4.640763657";"4.640763657";"49.616230186";5539035;283110
"7";2011;"Ardennes";"Grand Est";"ENT";756;1;"49.616230186,4.640763657";"4.640763657";"49.616230186";5539035;283110
"8";2011;"Ardennes";"Grand Est";"RES-PRO";1083926;61169;"49.616230186,4.640763657";"4.640763657";"49.616230186";5539035;283110
"9";2011;"Ardennes";"Grand Est";"ENT";700790;145;"49.616230186,4.640763657";"4.640763657";"49.616230186";5539035;283110
"10";2011;"Ardennes";"Grand Est";"ENT";202503;238;"49.616230186,4.640763657";"4.640763657";"49.616230186";5539035;283110
"11";2011;"Aube";"Grand Est";"ENT";291704;313;"48.30465458,4.161441674";"4.161441674";"48.30465458";5539035;303997
"12";2011;"Aube";"Grand Est";"ENT";716779;90;"48.30465458,4.161441674";"4.161441674";"48.30465458";5539035;303997
"13";2011;"Aube";"Grand Est";"ENT";151;1;"48.30465458,4.161441674";"4.161441674";"48.30465458";5539035;303997
"14";2011;"Aube";"Grand Est";"RES-PRO";960111;58811;"48.30465458,4.161441674";"4.161441674";"48.30465458";5539035;303997
"15";2011;"Aube";"Grand Est";"X";90276;4;"48.30465458,4.161441674";"4.161441674";"48.30465458";5539035;303997
"16";2011;"Aude";"Occitanie";"ENT";183286;237;"43.10329339,2.41352663";"2.41352663";"43.10329339";5573466;359967
"17";2011;"Aude";"Occitanie";"X";4407;5;"43.10329339,2.41352663";"2.41352663";"43.10329339";5573466;359967
"18";2011;"Aude";"Occitanie";"ENT";13537;1;"43.10329339,2.41352663";"2.41352663";"43.10329339";5573466;359967
"19";2011;"Aude";"Occitanie";"RES-PRO";532893;41597;"43.10329339,2.41352663";"2.41352663";"43.10329339";5573466;359967
"20";2011;"Aude";"Occitanie";"ENT";81739;45;"43.10329339,2.41352663";"2.41352663";"43.10329339";5573466;359967
"21";2011;"Aveyron";"Occitanie";"X";2364;3;"44.281092456,2.67856612";"2.67856612";"44.281092456";5573466;275813
"22";2011;"Aveyron";"Occitanie";"ENT";537;2;"44.281092456,2.67856612";"2.67856612";"44.281092456";5573466;275813
"23";2011;"Aveyron";"Occitanie";"ENT";269349;78;"44.281092456,2.67856612";"2.67856612";"44.281092456";5573466;275813
"24";2011;"Aveyron";"Occitanie";"ENT";155287;245;"44.281092456,2.67856612";"2.67856612";"44.281092456";5573466;275813
"25";2011;"Aveyron";"Occitanie";"RES-PRO";509791;31648;"44.281092456,2.67856612";"2.67856612";"44.281092456";5573466;275813
"26";2011;"Bas-Rhin";"Grand Est";"X";232;0;"48.671444799,7.552035823";"7.552035823";"48.671444799";5539035;1099269
"27";2011;"Bas-Rhin";"Grand Est";"RES-PRO";904875;43559;"48.671444799,7.552035823";"7.552035823";"48.671444799";5539035;1099269
"28";2011;"Bas-Rhin";"Grand Est";"ENT";256687;281;"48.671444799,7.552035823";"7.552035823";"48.671444799";5539035;1099269
"29";2011;"Bas-Rhin";"Grand Est";"ENT";4207;10;"48.671444799,7.552035823";"7.552035823";"48.671444799";5539035;1099269
"30";2011;"Bas-Rhin";"Grand Est";"ENT";622603;124;"48.671444799,7.552035823";"7.552035823";"48.671444799";5539035;1099269
"31";2011;"Calvados";"Normandie";"RES-PRO";1726004;112356;"49.099689469,-0.361617069";"-0.361617069";"49.099689469";3315077;685262
"32";2011;"Calvados";"Normandie";"ENT";12163;9;"49.099689469,-0.361617069";"-0.361617069";"49.099689469";3315077;685262
"33";2011;"Calvados";"Normandie";"ENT";781665;574;"49.099689469,-0.361617069";"-0.361617069";"49.099689469";3315077;685262
"34";2011;"Calvados";"Normandie";"ENT";665997;131;"49.099689469,-0.361617069";"-0.361617069";"49.099689469";3315077;685262
"35";2011;"Calvados";"Normandie";"X";4145;10;"49.099689469,-0.361617069";"-0.361617069";"49.099689469";3315077;685262
"36";2011;"Charente";"Nouvelle-Aquitaine";"X";404;1;"45.718705766,0.20301676200000002";"0.20301676200000002";"45.718705766";5773078;352705
"37";2011;"Charente";"Nouvelle-Aquitaine";"ENT";234019;247;"45.718705766,0.20301676200000002";"0.20301676200000002";"45.718705766";5773078;352705
"38";2011;"Charente";"Nouvelle-Aquitaine";"RES-PRO";900675;56905;"45.718705766,0.20301676200000002";"0.20301676200000002";"45.718705766";5773078;352705
"39";2011;"Charente";"Nouvelle-Aquitaine";"ENT";453021;145;"45.718705766,0.20301676200000002";"0.20301676200000002";"45.718705766";5773078;352705
"40";2011;"Charente";"Nouvelle-Aquitaine";"ENT";8541;18;"45.718705766,0.20301676200000002";"0.20301676200000002";"45.718705766";5773078;352705
"41";2011;"Charente-Maritime";"Nouvelle-Aquitaine";"ENT";291300;428;"45.775077954,-0.6790391290000001";"-0.6790391290000001";"45.775077954";5773078;625682
"42";2011;"Charente-Maritime";"Nouvelle-Aquitaine";"ENT";20687;22;"45.775077954,-0.6790391290000001";"-0.6790391290000001";"45.775077954";5773078;625682
"43";2011;"Charente-Maritime";"Nouvelle-Aquitaine";"RES-PRO";1036315;83122;"45.775077954,-0.6790391290000001";"-0.6790391290000001";"45.775077954";5773078;625682
"44";2011;"Charente-Maritime";"Nouvelle-Aquitaine";"X";28596;6;"45.775077954,-0.6790391290000001";"-0.6790391290000001";"45.775077954";5773078;625682
"45";2011;"Charente-Maritime";"Nouvelle-Aquitaine";"ENT";268647;81;"45.775077954,-0.6790391290000001";"-0.6790391290000001";"45.775077954";5773078;625682
"46";2011;"Cher";"Centre-Val de Loire";"X";6533;2;"47.065818618,2.491085958";"2.491085958";"47.065818618";2556835;311694
"47";2011;"Cher";"Centre-Val de Loire";"RES-PRO";870418;56431;"47.065818618,2.491085958";"2.491085958";"47.065818618";2556835;311694
"48";2011;"Cher";"Centre-Val de Loire";"ENT";325882;322;"47.065818618,2.491085958";"2.491085958";"47.065818618";2556835;311694
"49";2011;"Cher";"Centre-Val de Loire";"ENT";183043;82;"47.065818618,2.491085958";"2.491085958";"47.065818618";2556835;311694
"50";2011;"Cher";"Centre-Val de Loire";"ENT";5821;11;"47.065818618,2.491085958";"2.491085958";"47.065818618";2556835;311694
"51";2011;"Creuse";"Nouvelle-Aquitaine";"ENT";76425;87;"46.090606222,2.018191106";"2.018191106";"46.090606222";5773078;122560
"52";2011;"Creuse";"Nouvelle-Aquitaine";"RES-PRO";186750;10161;"46.090606222,2.018191106";"2.018191106";"46.090606222";5773078;122560
"53";2011;"Creuse";"Nouvelle-Aquitaine";"ENT";31559;17;"46.090606222,2.018191106";"2.018191106";"46.090606222";5773078;122560
"54";2011;"Creuse";"Nouvelle-Aquitaine";"ENT";85;0;"46.090606222,2.018191106";"2.018191106";"46.090606222";5773078;122560
"55";2011;"Dordogne";"Nouvelle-Aquitaine";"ENT";22830;12;"45.104936148,0.741197738";"0.741197738";"45.104936148";5773078;415168
"56";2011;"Dordogne";"Nouvelle-Aquitaine";"ENT";239693;268;"45.104936148,0.741197738";"0.741197738";"45.104936148";5773078;415168
"57";2011;"Dordogne";"Nouvelle-Aquitaine";"X";3479;6;"45.104936148,0.741197738";"0.741197738";"45.104936148";5773078;415168
"58";2011;"Dordogne";"Nouvelle-Aquitaine";"ENT";195561;63;"45.104936148,0.741197738";"0.741197738";"45.104936148";5773078;415168
"59";2011;"Dordogne";"Nouvelle-Aquitaine";"RES-PRO";776517;48573;"45.104936148,0.741197738";"0.741197738";"45.104936148";5773078;415168
"60";2011;"Eure";"Normandie";"ENT";6256;9;"49.113762883,0.9962655060000001";"0.9962655060000001";"49.113762883";3315077;588111
"61";2011;"Eure";"Normandie";"ENT";1072762;155;"49.113762883,0.9962655060000001";"0.9962655060000001";"49.113762883";3315077;588111
"62";2011;"Eure";"Normandie";"X";10046;9;"49.113762883,0.9962655060000001";"0.9962655060000001";"49.113762883";3315077;588111
"63";2011;"Eure";"Normandie";"ENT";552474;451;"49.113762883,0.9962655060000001";"0.9962655060000001";"49.113762883";3315077;588111
"64";2011;"Eure";"Normandie";"RES-PRO";1306042;73578;"49.113762883,0.9962655060000001";"0.9962655060000001";"49.113762883";3315077;588111
"65";2011;"Eure-et-Loir";"Centre-Val de Loire";"X";4532;2;"48.3880332,1.369994694";"1.369994694";"48.3880332";2556835;430416
"66";2011;"Eure-et-Loir";"Centre-Val de Loire";"ENT";297336;319;"48.3880332,1.369994694";"1.369994694";"48.3880332";2556835;430416
"67";2011;"Eure-et-Loir";"Centre-Val de Loire";"ENT";499211;135;"48.3880332,1.369994694";"1.369994694";"48.3880332";2556835;430416
"68";2011;"Eure-et-Loir";"Centre-Val de Loire";"ENT";961;4;"48.3880332,1.369994694";"1.369994694";"48.3880332";2556835;430416
"69";2011;"Eure-et-Loir";"Centre-Val de Loire";"RES-PRO";917689;48871;"48.3880332,1.369994694";"1.369994694";"48.3880332";2556835;430416
"70";2011;"Gard";"Occitanie";"ENT";453646;72;"43.993640346,4.179890273";"4.179890273";"43.993640346";5573466;718357
"71";2011;"Gard";"Occitanie";"ENT";11064;11;"43.993640346,4.179890273";"4.179890273";"43.993640346";5573466;718357
"72";2011;"Gard";"Occitanie";"ENT";520237;403;"43.993640346,4.179890273";"4.179890273";"43.993640346";5573466;718357
"73";2011;"Gard";"Occitanie";"RES-PRO";1312039;110725;"43.993640346,4.179890273";"4.179890273";"43.993640346";5573466;718357
"74";2011;"Gard";"Occitanie";"X";12905;20;"43.993640346,4.179890273";"4.179890273";"43.993640346";5573466;718357
"75";2011;"Gers";"Occitanie";"X";0;0;"43.692925661,0.452940328";"0.452940328";"43.692925661";5573466;188893
"76";2011;"Gers";"Occitanie";"RES-PRO";227594;14553;"43.692925661,0.452940328";"0.452940328";"43.692925661";5573466;188893
"77";2011;"Gers";"Occitanie";"ENT";418;1;"43.692925661,0.452940328";"0.452940328";"43.692925661";5573466;188893
"78";2011;"Gers";"Occitanie";"ENT";96522;123;"43.692925661,0.452940328";"0.452940328";"43.692925661";5573466;188893
"79";2011;"Gers";"Occitanie";"ENT";55499;27;"43.692925661,0.452940328";"0.452940328";"43.692925661";5573466;188893
"80";2011;"Gironde";"Nouvelle-Aquitaine";"ENT";7196;18;"44.838935461,-0.582789275";"-0.582789275";"44.838935461";5773078;1463662
"81";2011;"Gironde";"Nouvelle-Aquitaine";"ENT";253550;386;"44.838935461,-0.582789275";"-0.582789275";"44.838935461";5773078;1463662
"82";2011;"Gironde";"Nouvelle-Aquitaine";"RES-PRO";1449110;100046;"44.838935461,-0.582789275";"-0.582789275";"44.838935461";5773078;1463662
"83";2011;"Gironde";"Nouvelle-Aquitaine";"X";715;2;"44.838935461,-0.582789275";"-0.582789275";"44.838935461";5773078;1463662
"84";2011;"Gironde";"Nouvelle-Aquitaine";"ENT";197588;72;"44.838935461,-0.582789275";"-0.582789275";"44.838935461";5773078;1463662
"85";2011;"Haut-Rhin";"Grand Est";"X";39290;18;"47.85945666,7.27394755";"7.27394755";"47.85945666";5539035;753056
"86";2011;"Haut-Rhin";"Grand Est";"ENT";639161;529;"47.85945666,7.27394755";"7.27394755";"47.85945666";5539035;753056
"87";2011;"Haut-Rhin";"Grand Est";"RES-PRO";1908259;101618;"47.85945666,7.27394755";"7.27394755";"47.85945666";5539035;753056
"88";2011;"Haut-Rhin";"Grand Est";"ENT";756417;167;"47.85945666,7.27394755";"7.27394755";"47.85945666";5539035;753056
"89";2011;"Haut-Rhin";"Grand Est";"ENT";10297;9;"47.85945666,7.27394755";"7.27394755";"47.85945666";5539035;753056
"90";2011;"Haute-Garonne";"Occitanie";"ENT";1060015;1191;"43.358862094,1.174881749";"1.174881749";"43.358862094";5573466;1260226
"91";2011;"Haute-Garonne";"Occitanie";"RES-PRO";3289962;247450;"43.358862094,1.174881749";"1.174881749";"43.358862094";5573466;1260226
"92";2011;"Haute-Garonne";"Occitanie";"X";18542;22;"43.358862094,1.174881749";"1.174881749";"43.358862094";5573466;1260226
"93";2011;"Haute-Garonne";"Occitanie";"ENT";7505;14;"43.358862094,1.174881749";"1.174881749";"43.358862094";5573466;1260226
"94";2011;"Haute-Garonne";"Occitanie";"ENT";589195;173;"43.358862094,1.174881749";"1.174881749";"43.358862094";5573466;1260226
"95";2011;"Haute-Marne";"Grand Est";"ENT";333681;183;"48.110462103,5.225505009";"5.225505009";"48.110462103";5539035;182375
"96";2011;"Haute-Marne";"Grand Est";"ENT";338041;65;"48.110462103,5.225505009";"5.225505009";"48.110462103";5539035;182375
"97";2011;"Haute-Marne";"Grand Est";"ENT";11065;3;"48.110462103,5.225505009";"5.225505009";"48.110462103";5539035;182375
"98";2011;"Haute-Marne";"Grand Est";"X";725;2;"48.110462103,5.225505009";"5.225505009";"48.110462103";5539035;182375
"99";2011;"Haute-Marne";"Grand Est";"RES-PRO";474538;27820;"48.110462103,5.225505009";"5.225505009";"48.110462103";5539035;182375
"100";2011;"Haute-Vienne";"Nouvelle-Aquitaine";"RES-PRO";1026956;69654;"45.892294569,1.234824084";"1.234824084";"45.892294569";5773078;376058
"101";2011;"Haute-Vienne";"Nouvelle-Aquitaine";"ENT";2407;7;"45.892294569,1.234824084";"1.234824084";"45.892294569";5773078;376058
"102";2011;"Haute-Vienne";"Nouvelle-Aquitaine";"ENT";340095;109;"45.892294569,1.234824084";"1.234824084";"45.892294569";5773078;376058
"103";2011;"Haute-Vienne";"Nouvelle-Aquitaine";"ENT";286857;463;"45.892294569,1.234824084";"1.234824084";"45.892294569";5773078;376058
"104";2011;"Haute-Vienne";"Nouvelle-Aquitaine";"X";1481;2;"45.892294569,1.234824084";"1.234824084";"45.892294569";5773078;376058
"105";2011;"Ille-et-Vilaine";"Bretagne";"ENT";129655;34;"48.155091421,-1.638172344";"-1.638172344";"48.155091421";3217767;996439
"106";2011;"Ille-et-Vilaine";"Bretagne";"X";10801;19;"48.155091421,-1.638172344";"-1.638172344";"48.155091421";3217767;996439
"107";2011;"Ille-et-Vilaine";"Bretagne";"ENT";1000077;786;"48.155091421,-1.638172344";"-1.638172344";"48.155091421";3217767;996439
"108";2011;"Ille-et-Vilaine";"Bretagne";"ENT";1189753;187;"48.155091421,-1.638172344";"-1.638172344";"48.155091421";3217767;996439
"109";2011;"Ille-et-Vilaine";"Bretagne";"RES-PRO";2060449;169123;"48.155091421,-1.638172344";"-1.638172344";"48.155091421";3217767;996439
"110";2011;"Indre";"Centre-Val de Loire";"ENT";393825;79;"46.778273312,1.575965319";"1.575965319";"46.778273312";2556835;230175
"111";2011;"Indre";"Centre-Val de Loire";"X";10796;3;"46.778273312,1.575965319";"1.575965319";"46.778273312";2556835;230175
"112";2011;"Indre";"Centre-Val de Loire";"ENT";238;1;"46.778273312,1.575965319";"1.575965319";"46.778273312";2556835;230175
"113";2011;"Indre";"Centre-Val de Loire";"ENT";168189;243;"46.778273312,1.575965319";"1.575965319";"46.778273312";2556835;230175
"114";2011;"Indre";"Centre-Val de Loire";"RES-PRO";549164;33830;"46.778273312,1.575965319";"1.575965319";"46.778273312";2556835;230175
"115";2011;"Indre-et-Loire";"Centre-Val de Loire";"ENT";808581;587;"47.258549421,0.691088892";"0.691088892";"47.258549421";2556835;593683
"116";2011;"Indre-et-Loire";"Centre-Val de Loire";"ENT";573338;146;"47.258549421,0.691088892";"0.691088892";"47.258549421";2556835;593683
"117";2011;"Indre-et-Loire";"Centre-Val de Loire";"ENT";41126;18;"47.258549421,0.691088892";"0.691088892";"47.258549421";2556835;593683
"118";2011;"Indre-et-Loire";"Centre-Val de Loire";"X";22497;18;"47.258549421,0.691088892";"0.691088892";"47.258549421";2556835;593683
"119";2011;"Indre-et-Loire";"Centre-Val de Loire";"RES-PRO";1502375;107134;"47.258549421,0.691088892";"0.691088892";"47.258549421";2556835;593683
"120";2011;"Landes";"Nouvelle-Aquitaine";"ENT";203677;233;"43.965839158,-0.7837105390000001";"-0.7837105390000001";"43.965839158";5773078;387929
"121";2011;"Landes";"Nouvelle-Aquitaine";"ENT";179315;54;"43.965839158,-0.7837105390000001";"-0.7837105390000001";"43.965839158";5773078;387929
"122";2011;"Landes";"Nouvelle-Aquitaine";"X";580;1;"43.965839158,-0.7837105390000001";"-0.7837105390000001";"43.965839158";5773078;387929
"123";2011;"Landes";"Nouvelle-Aquitaine";"RES-PRO";530446;39904;"43.965839158,-0.7837105390000001";"-0.7837105390000001";"43.965839158";5773078;387929
"124";2011;"Landes";"Nouvelle-Aquitaine";"ENT";2014;5;"43.965839158,-0.7837105390000001";"-0.7837105390000001";"43.965839158";5773078;387929
"125";2011;"Loir-et-Cher";"Centre-Val de Loire";"RES-PRO";782190;51374;"47.616907805,1.4278461550000001";"1.4278461550000001";"47.616907805";2556835;331280
"126";2011;"Loir-et-Cher";"Centre-Val de Loire";"X";6733;6;"47.616907805,1.4278461550000001";"1.4278461550000001";"47.616907805";2556835;331280
"127";2011;"Loir-et-Cher";"Centre-Val de Loire";"ENT";6250;12;"47.616907805,1.4278461550000001";"1.4278461550000001";"47.616907805";2556835;331280
"128";2011;"Loir-et-Cher";"Centre-Val de Loire";"ENT";281936;353;"47.616907805,1.4278461550000001";"1.4278461550000001";"47.616907805";2556835;331280
"129";2011;"Loir-et-Cher";"Centre-Val de Loire";"ENT";299965;114;"47.616907805,1.4278461550000001";"1.4278461550000001";"47.616907805";2556835;331280
"130";2011;"Loire-Atlantique";"Pays de la Loire";"ENT";1815675;259;"47.363051838,-1.678882077";"-1.678882077";"47.363051838";3601113;1296364
"131";2011;"Loire-Atlantique";"Pays de la Loire";"ENT";987100;949;"47.363051838,-1.678882077";"-1.678882077";"47.363051838";3601113;1296364
"132";2011;"Loire-Atlantique";"Pays de la Loire";"X";41126;27;"47.363051838,-1.678882077";"-1.678882077";"47.363051838";3601113;1296364
"133";2011;"Loire-Atlantique";"Pays de la Loire";"RES-PRO";3411470;266653;"47.363051838,-1.678882077";"-1.678882077";"47.363051838";3601113;1296364
"134";2011;"Loire-Atlantique";"Pays de la Loire";"ENT";170810;39;"47.363051838,-1.678882077";"-1.678882077";"47.363051838";3601113;1296364
"135";2011;"Loiret";"Centre-Val de Loire";"X";7074;14;"47.911885307,2.343971562";"2.343971562";"47.911885307";2556835;659587
"136";2011;"Loiret";"Centre-Val de Loire";"ENT";703536;803;"47.911885307,2.343971562";"2.343971562";"47.911885307";2556835;659587
"137";2011;"Loiret";"Centre-Val de Loire";"ENT";89100;52;"47.911885307,2.343971562";"2.343971562";"47.911885307";2556835;659587
"138";2011;"Loiret";"Centre-Val de Loire";"RES-PRO";1850196;120789;"47.911885307,2.343971562";"2.343971562";"47.911885307";2556835;659587
"139";2011;"Loiret";"Centre-Val de Loire";"ENT";980349;179;"47.911885307,2.343971562";"2.343971562";"47.911885307";2556835;659587
"140";2011;"Lot";"Occitanie";"ENT";22400;15;"44.624616518,1.6055043100000002";"1.6055043100000002";"44.624616518";5573466;174754
"141";2011;"Lot";"Occitanie";"RES-PRO";161408;11467;"44.624616518,1.6055043100000002";"1.6055043100000002";"44.624616518";5573466;174754
"142";2011;"Lot";"Occitanie";"X";658;1;"44.624616518,1.6055043100000002";"1.6055043100000002";"44.624616518";5573466;174754
"143";2011;"Lot";"Occitanie";"ENT";49969;85;"44.624616518,1.6055043100000002";"1.6055043100000002";"44.624616518";5573466;174754
"144";2011;"Lot";"Occitanie";"ENT";168;0;"44.624616518,1.6055043100000002";"1.6055043100000002";"44.624616518";5573466;174754
"145";2011;"Lot-et-Garonne";"Nouvelle-Aquitaine";"RES-PRO";668224;44425;"44.367946993,0.460736179";"0.460736179";"44.367946993";5773078;330866
"146";2011;"Lot-et-Garonne";"Nouvelle-Aquitaine";"ENT";335417;91;"44.367946993,0.460736179";"0.460736179";"44.367946993";5773078;330866
"147";2011;"Lot-et-Garonne";"Nouvelle-Aquitaine";"ENT";240943;340;"44.367946993,0.460736179";"0.460736179";"44.367946993";5773078;330866
"148";2011;"Lot-et-Garonne";"Nouvelle-Aquitaine";"X";2757;5;"44.367946993,0.460736179";"0.460736179";"44.367946993";5773078;330866
"149";2011;"Lot-et-Garonne";"Nouvelle-Aquitaine";"ENT";75060;55;"44.367946993,0.460736179";"0.460736179";"44.367946993";5773078;330866
"150";2011;"Maine-et-Loire";"Pays de la Loire";"ENT";464689;593;"47.389887274,-0.559455656";"-0.559455656";"47.389887274";3601113;790343
"151";2011;"Maine-et-Loire";"Pays de la Loire";"ENT";100595;77;"47.389887274,-0.559455656";"-0.559455656";"47.389887274";3601113;790343
"152";2011;"Maine-et-Loire";"Pays de la Loire";"ENT";754495;151;"47.389887274,-0.559455656";"-0.559455656";"47.389887274";3601113;790343
"153";2011;"Maine-et-Loire";"Pays de la Loire";"X";8506;13;"47.389887274,-0.559455656";"-0.559455656";"47.389887274";3601113;790343
"154";2011;"Maine-et-Loire";"Pays de la Loire";"RES-PRO";1600040;102225;"47.389887274,-0.559455656";"-0.559455656";"47.389887274";3601113;790343
"155";2011;"Manche";"Normandie";"ENT";292643;300;"49.08094741,-1.328909391";"-1.328909391";"49.08094741";3315077;499531
"156";2011;"Manche";"Normandie";"ENT";2045;3;"49.08094741,-1.328909391";"-1.328909391";"49.08094741";3315077;499531
"157";2011;"Manche";"Normandie";"ENT";674386;70;"49.08094741,-1.328909391";"-1.328909391";"49.08094741";3315077;499531
"158";2011;"Manche";"Normandie";"RES-PRO";804569;53708;"49.08094741,-1.328909391";"-1.328909391";"49.08094741";3315077;499531
"159";2011;"Manche";"Normandie";"X";13009;6;"49.08094741,-1.328909391";"-1.328909391";"49.08094741";3315077;499531
"160";2011;"Marne";"Grand Est";"ENT";655517;675;"48.949913727,4.238492501";"4.238492501";"48.949913727";5539035;566571
"161";2011;"Marne";"Grand Est";"ENT";4167;5;"48.949913727,4.238492501";"4.238492501";"48.949913727";5539035;566571
"162";2011;"Marne";"Grand Est";"RES-PRO";1977654;113137;"48.949913727,4.238492501";"4.238492501";"48.949913727";5539035;566571
"163";2011;"Marne";"Grand Est";"X";23335;35;"48.949913727,4.238492501";"4.238492501";"48.949913727";5539035;566571
"164";2011;"Marne";"Grand Est";"ENT";1076624;154;"48.949913727,4.238492501";"4.238492501";"48.949913727";5539035;566571
"165";2011;"Mayenne";"Pays de la Loire";"X";1758;4;"48.147288206,-0.657415272";"-0.657415272";"48.147288206";3601113;307031
"166";2011;"Mayenne";"Pays de la Loire";"ENT";4819;6;"48.147288206,-0.657415272";"-0.657415272";"48.147288206";3601113;307031
"167";2011;"Mayenne";"Pays de la Loire";"ENT";166081;256;"48.147288206,-0.657415272";"-0.657415272";"48.147288206";3601113;307031
"168";2011;"Mayenne";"Pays de la Loire";"ENT";474567;94;"48.147288206,-0.657415272";"-0.657415272";"48.147288206";3601113;307031
"169";2011;"Mayenne";"Pays de la Loire";"RES-PRO";528256;35031;"48.147288206,-0.657415272";"-0.657415272";"48.147288206";3601113;307031
"170";2011;"Meurthe-et-Moselle";"Grand Est";"X";54205;17;"48.788808431,6.161937423";"6.161937423";"48.788808431";5539035;733124
"171";2011;"Meurthe-et-Moselle";"Grand Est";"ENT";686561;145;"48.788808431,6.161937423";"6.161937423";"48.788808431";5539035;733124
"172";2011;"Meurthe-et-Moselle";"Grand Est";"RES-PRO";3267005;189130;"48.788808431,6.161937423";"6.161937423";"48.788808431";5539035;733124
"173";2011;"Meurthe-et-Moselle";"Grand Est";"ENT";7699;11;"48.788808431,6.161937423";"6.161937423";"48.788808431";5539035;733124
"174";2011;"Meurthe-et-Moselle";"Grand Est";"ENT";983154;959;"48.788808431,6.161937423";"6.161937423";"48.788808431";5539035;733124
"175";2011;"Meuse";"Grand Est";"ENT";54504;3;"48.991119158000004,5.381375588";"5.381375588";"48.991119158000004";5539035;193557
"176";2011;"Meuse";"Grand Est";"ENT";567121;45;"48.991119158000004,5.381375588";"5.381375588";"48.991119158000004";5539035;193557
"177";2011;"Meuse";"Grand Est";"X";362;1;"48.991119158000004,5.381375588";"5.381375588";"48.991119158000004";5539035;193557
"178";2011;"Meuse";"Grand Est";"RES-PRO";515834;27464;"48.991119158000004,5.381375588";"5.381375588";"48.991119158000004";5539035;193557
"179";2011;"Meuse";"Grand Est";"ENT";253863;222;"48.991119158000004,5.381375588";"5.381375588";"48.991119158000004";5539035;193557
"180";2011;"Morbihan";"Bretagne";"RES-PRO";1270697;100833;"47.846402199,-2.811277165";"-2.811277165";"47.846402199";3217767;727083
"181";2011;"Morbihan";"Bretagne";"ENT";786501;134;"47.846402199,-2.811277165";"-2.811277165";"47.846402199";3217767;727083
"182";2011;"Morbihan";"Bretagne";"ENT";10788;5;"47.846402199,-2.811277165";"-2.811277165";"47.846402199";3217767;727083
"183";2011;"Morbihan";"Bretagne";"ENT";363462;516;"47.846402199,-2.811277165";"-2.811277165";"47.846402199";3217767;727083
"184";2011;"Morbihan";"Bretagne";"X";8800;16;"47.846402199,-2.811277165";"-2.811277165";"47.846402199";3217767;727083
"185";2011;"Moselle";"Grand Est";"ENT";8486;10;"49.037547574,6.661338832";"6.661338832";"49.037547574";5539035;1045146
"186";2011;"Moselle";"Grand Est";"ENT";1306750;180;"49.037547574,6.661338832";"6.661338832";"49.037547574";5539035;1045146
"187";2011;"Moselle";"Grand Est";"ENT";1033134;1039;"49.037547574,6.661338832";"6.661338832";"49.037547574";5539035;1045146
"188";2011;"Moselle";"Grand Est";"RES-PRO";4714901;254162;"49.037547574,6.661338832";"6.661338832";"49.037547574";5539035;1045146
"189";2011;"Moselle";"Grand Est";"X";136616;32;"49.037547574,6.661338832";"6.661338832";"49.037547574";5539035;1045146
"190";2011;"Nord";"Hauts-de-France";"ENT";3542141;2521;"50.448322119,3.214231625";"3.214231625";"50.448322119";5960170;2579208
"191";2011;"Nord";"Hauts-de-France";"X";214890;57;"50.448322119,3.214231625";"3.214231625";"50.448322119";5960170;2579208
"192";2011;"Nord";"Hauts-de-France";"ENT";31847;46;"50.448322119,3.214231625";"3.214231625";"50.448322119";5960170;2579208
"193";2011;"Nord";"Hauts-de-France";"RES-PRO";11423598;696551;"50.448322119,3.214231625";"3.214231625";"50.448322119";5960170;2579208
"194";2011;"Nord";"Hauts-de-France";"ENT";3200599;597;"50.448322119,3.214231625";"3.214231625";"50.448322119";5960170;2579208
"195";2011;"Oise";"Hauts-de-France";"RES-PRO";2222225;128108;"49.409940408,2.425125162";"2.425125162";"49.409940408";5960170;805642
"196";2011;"Oise";"Hauts-de-France";"X";69712;14;"49.409940408,2.425125162";"2.425125162";"49.409940408";5960170;805642
"197";2011;"Oise";"Hauts-de-France";"ENT";5608;11;"49.409940408,2.425125162";"2.425125162";"49.409940408";5960170;805642
"198";2011;"Oise";"Hauts-de-France";"ENT";958871;217;"49.409940408,2.425125162";"2.425125162";"49.409940408";5960170;805642
"199";2011;"Oise";"Hauts-de-France";"ENT";789961;972;"49.409940408,2.425125162";"2.425125162";"49.409940408";5960170;805642
"200";2011;"Orne";"Normandie";"ENT";410452;72;"48.623100213,0.12778694300000001";"0.12778694300000001";"48.623100213";3315077;290891
